source_column,series_name,region,subregion,product,metric,unit,period_type
W_EPM0CAL55_YPT_R50_MBBLD,"weekly West Coast (PADD 5)  Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",West Coast,,"(PADD 5)  Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower","(PADD 5)  Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",Thousand Barrels per Day,weekly
W_EPM0RO_YPT_NUS_MBBLD,weekly U.S. Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,U.S.,,Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0RO_YPT_R10_MBBLD,weekly East Coast (PADD 1) Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,East Coast,,(PADD 1) Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,(PADD 1) Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0RO_YPT_R20_MBBLD,weekly Midwest (PADD 2) Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Midwest,,(PADD 2) Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,(PADD 2) Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0RO_YPT_R30_MBBLD,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Gulf Coast,,(PADD 3) Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,(PADD 3) Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0RO_YPT_R40_MBBLD,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Rocky Mountain,,(PADD 4) Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,(PADD 4) Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
W_EPM0RO_YPT_R50_MBBLD,weekly West Coast (PADD 5)  Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,West Coast,,(PADD 5)  Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,(PADD 5)  Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
WG1ST_NUS_1,weekly U.S. Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,U.S.,,Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels,weekly
WG1ST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,East Coast,,(PADD 1) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,(PADD 1) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels,weekly
WG1ST_R20_1,weekly Midwest (PADD 2) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Midwest,,(PADD 2) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,(PADD 2) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels,weekly
WG1ST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Gulf Coast,,(PADD 3) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,(PADD 3) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels,weekly
WG1ST_R40_1,weekly Rocky Mountain (PADD 4) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Rocky Mountain,,(PADD 4) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,(PADD 4) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels,weekly
WG1ST_R50_1,weekly West Coast (PADD 5) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,West Coast,,(PADD 5) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,(PADD 5) Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels,weekly
WG3ST_NUS_1,"weekly U.S. Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",U.S.,,"Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated","Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",Thousand Barrels,weekly
WG3ST_R10_1,"weekly East Coast (PADD 1) Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",East Coast,,"(PADD 1) Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated","(PADD 1) Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",Thousand Barrels,weekly
WG3ST_R20_1,"weekly Midwest (PADD 2) Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",Midwest,,"(PADD 2) Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated","(PADD 2) Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",Thousand Barrels,weekly
WG3ST_R30_1,"weekly Gulf Coast (PADD 3) Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",Gulf Coast,,"(PADD 3) Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated","(PADD 3) Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",Thousand Barrels,weekly
WG3ST_R40_1,"weekly Rocky Mountain (PADD 4) Reformulated Gasoline, Non-Oxygenated Ending Stocks",Rocky Mountain,,"(PADD 4) Reformulated Gasoline, Non-Oxygenated Ending Stocks","(PADD 4) Reformulated Gasoline, Non-Oxygenated Ending Stocks",Thousand Barrels,weekly
WG3ST_R50_1,"weekly West Coast (PADD 5) Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",West Coast,,"(PADD 5) Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated","(PADD 5) Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",Thousand Barrels,weekly
WG5ST_NUS_1,weekly U.S. Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,U.S.,,Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels,weekly
WG5ST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,East Coast,,(PADD 1) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,(PADD 1) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels,weekly
WG5ST_R20_1,weekly Midwest (PADD 2) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Midwest,,(PADD 2) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,(PADD 2) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels,weekly
WG5ST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Gulf Coast,,(PADD 3) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,(PADD 3) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels,weekly
WG5ST_R40_1,weekly Rocky Mountain (PADD 4) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Rocky Mountain,,(PADD 4) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,(PADD 4) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels,weekly
WG5ST_R50_1,weekly West Coast (PADD 5) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,West Coast,,(PADD 5) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,(PADD 5) Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels,weekly
WG6ST_NUS_1,weekly U.S. Ending Stocks of Other Conventional Motor Gasoline,U.S.,,Ending Stocks of Other Conventional Motor Gasoline,Ending Stocks of Other Conventional Motor Gasoline,Thousand Barrels,weekly
WG6ST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Other Conventional Motor Gasoline,East Coast,,(PADD 1) Ending Stocks of Other Conventional Motor Gasoline,(PADD 1) Ending Stocks of Other Conventional Motor Gasoline,Thousand Barrels,weekly
WG6ST_R20_1,weekly Midwest (PADD 2) Ending Stocks of Other Conventional Motor Gasoline,Midwest,,(PADD 2) Ending Stocks of Other Conventional Motor Gasoline,(PADD 2) Ending Stocks of Other Conventional Motor Gasoline,Thousand Barrels,weekly
WG6ST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Other Conventional Motor Gasoline,Gulf Coast,,(PADD 3) Ending Stocks of Other Conventional Motor Gasoline,(PADD 3) Ending Stocks of Other Conventional Motor Gasoline,Thousand Barrels,weekly
WG6ST_R40_1,weekly Rocky Mountain (PADD 4) Ending Stocks of Other Conventional Motor Gasoline,Rocky Mountain,,(PADD 4) Ending Stocks of Other Conventional Motor Gasoline,(PADD 4) Ending Stocks of Other Conventional Motor Gasoline,Thousand Barrels,weekly
WG6ST_R50_1,weekly West Coast (PADD 5) Ending Stocks of Other Conventional Motor Gasoline,West Coast,,(PADD 5) Ending Stocks of Other Conventional Motor Gasoline,(PADD 5) Ending Stocks of Other Conventional Motor Gasoline,Thousand Barrels,weekly
WO6ST_NUS_1,weekly U.S. Ending Stocks of Conventional CBOB Gasoline Blending Components,U.S.,,Ending Stocks of Conventional CBOB Gasoline Blending Components,Ending Stocks of Conventional CBOB Gasoline Blending Components,Thousand Barrels,weekly
WO6ST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Conventional CBOB Gasoline Blending Components,East Coast,,(PADD 1) Ending Stocks of Conventional CBOB Gasoline Blending Components,(PADD 1) Ending Stocks of Conventional CBOB Gasoline Blending Components,Thousand Barrels,weekly
WO6ST_R20_1,weekly Midwest (PADD 2) Ending Stocks of Conventional CBOB Gasoline Blending Components,Midwest,,(PADD 2) Ending Stocks of Conventional CBOB Gasoline Blending Components,(PADD 2) Ending Stocks of Conventional CBOB Gasoline Blending Components,Thousand Barrels,weekly
WO6ST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Conventional CBOB Gasoline Blending Components,Gulf Coast,,(PADD 3) Ending Stocks of Conventional CBOB Gasoline Blending Components,(PADD 3) Ending Stocks of Conventional CBOB Gasoline Blending Components,Thousand Barrels,weekly
WO6ST_R40_1,weekly Rocky Mountain (PADD 4) Ending Stocks of Conventional CBOB Gasoline Blending Components,Rocky Mountain,,(PADD 4) Ending Stocks of Conventional CBOB Gasoline Blending Components,(PADD 4) Ending Stocks of Conventional CBOB Gasoline Blending Components,Thousand Barrels,weekly
WO6ST_R50_1,weekly West Coast (PADD 5) Ending Stocks of Conventional CBOB Gasoline Blending Components,West Coast,,(PADD 5) Ending Stocks of Conventional CBOB Gasoline Blending Components,(PADD 5) Ending Stocks of Conventional CBOB Gasoline Blending Components,Thousand Barrels,weekly
WO7ST_NUS_1,weekly U.S. Ending Stocks of Conventional GTAB Gasoline Blending Components,U.S.,,Ending Stocks of Conventional GTAB Gasoline Blending Components,Ending Stocks of Conventional GTAB Gasoline Blending Components,Thousand Barrels,weekly
WO7ST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Conventional GTAB Gasoline Blending Components,East Coast,,(PADD 1) Ending Stocks of Conventional GTAB Gasoline Blending Components,(PADD 1) Ending Stocks of Conventional GTAB Gasoline Blending Components,Thousand Barrels,weekly
WO7ST_R20_1,weekly Midwest (PADD 2) Ending Stocks of Conventional GTAB Gasoline Blending Components,Midwest,,(PADD 2) Ending Stocks of Conventional GTAB Gasoline Blending Components,(PADD 2) Ending Stocks of Conventional GTAB Gasoline Blending Components,Thousand Barrels,weekly
WO7ST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Conventional GTAB Gasoline Blending Components,Gulf Coast,,(PADD 3) Ending Stocks of Conventional GTAB Gasoline Blending Components,(PADD 3) Ending Stocks of Conventional GTAB Gasoline Blending Components,Thousand Barrels,weekly
WO7ST_R40_1,weekly Rocky Mountain (PADD 4) Ending Stocks of Conventional GTAB Gasoline Blending Components,Rocky Mountain,,(PADD 4) Ending Stocks of Conventional GTAB Gasoline Blending Components,(PADD 4) Ending Stocks of Conventional GTAB Gasoline Blending Components,Thousand Barrels,weekly
WO7ST_R50_1,weekly West Coast (PADD 5) Ending Stocks of Conventional GTAB Gasoline Blending Components,West Coast,,(PADD 5) Ending Stocks of Conventional GTAB Gasoline Blending Components,(PADD 5) Ending Stocks of Conventional GTAB Gasoline Blending Components,Thousand Barrels,weekly
WO9ST_NUS_1,weekly U.S. Ending Stocks of Conventional Other Gasoline Blending Components,U.S.,,Ending Stocks of Conventional Other Gasoline Blending Components,Ending Stocks of Conventional Other Gasoline Blending Components,Thousand Barrels,weekly
WO9ST_R10_1,weekly East Coast (PADD 1) Ending Stocks of Conventional Other Gasoline Blending Components,East Coast,,(PADD 1) Ending Stocks of Conventional Other Gasoline Blending Components,(PADD 1) Ending Stocks of Conventional Other Gasoline Blending Components,Thousand Barrels,weekly
WO9ST_R20_1,weekly Midwest (PADD 2) Ending Stocks of Conventional Other Gasoline Blending Components,Midwest,,(PADD 2) Ending Stocks of Conventional Other Gasoline Blending Components,(PADD 2) Ending Stocks of Conventional Other Gasoline Blending Components,Thousand Barrels,weekly
WO9ST_R30_1,weekly Gulf Coast (PADD 3) Ending Stocks of Conventional Other Gasoline Blending Components,Gulf Coast,,(PADD 3) Ending Stocks of Conventional Other Gasoline Blending Components,(PADD 3) Ending Stocks of Conventional Other Gasoline Blending Components,Thousand Barrels,weekly
WO9ST_R40_1,weekly Rocky Mountain (PADD 4) Ending Stocks of Conventional Other Gasoline Blending Components,Rocky Mountain,,(PADD 4) Ending Stocks of Conventional Other Gasoline Blending Components,(PADD 4) Ending Stocks of Conventional Other Gasoline Blending Components,Thousand Barrels,weekly
WO9ST_R50_1,weekly West Coast (PADD 5) Ending Stocks of Conventional Other Gasoline Blending Components,West Coast,,(PADD 5) Ending Stocks of Conventional Other Gasoline Blending Components,(PADD 5) Ending Stocks of Conventional Other Gasoline Blending Components,Thousand Barrels,weekly
W_EPL0XP_SAE_NUS_MBBL,weekly U.S. Ending Stocks of NGPLs/LRGs (Excluding Propane/Propylene),U.S.,,Ending Stocks of NGPLs/LRGs (Excluding Propane/Propylene),Ending Stocks of NGPLs/LRGs (Excluding Propane/Propylene),Thousand Barrels,weekly
W_EPM0CAG55_SAE_NUS_MBBL,"weekly U.S. Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",U.S.,,"Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
W_EPM0CAG55_SAE_R10_MBBL,"weekly East Coast (PADD 1) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",East Coast,,"(PADD 1) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","(PADD 1) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
W_EPM0CAG55_SAE_R20_MBBL,"weekly Midwest (PADD 2) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Midwest,,"(PADD 2) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","(PADD 2) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
W_EPM0CAG55_SAE_R30_MBBL,"weekly Gulf Coast (PADD 3) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Gulf Coast,,"(PADD 3) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","(PADD 3) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
W_EPM0CAG55_SAE_R40_MBBL,"weekly Rocky Mountain (PADD 4) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Rocky Mountain,,"(PADD 4) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","(PADD 4) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
W_EPM0CAG55_SAE_R50_MBBL,"weekly West Coast (PADD 5) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",West Coast,,"(PADD 5) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","(PADD 5) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
W_EPM0CAL55_SAE_NUS_MBBL,"weekly U.S. Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",U.S.,,"Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
W_EPM0CAL55_SAE_R10_MBBL,"weekly East Coast (PADD 1) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",East Coast,,"(PADD 1) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","(PADD 1) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
W_EPM0CAL55_SAE_R20_MBBL,"weekly Midwest (PADD 2) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Midwest,,"(PADD 2) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","(PADD 2) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
W_EPM0CAL55_SAE_R30_MBBL,"weekly Gulf Coast (PADD 3) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Gulf Coast,,"(PADD 3) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","(PADD 3) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
W_EPM0CAL55_SAE_R40_MBBL,"weekly Rocky Mountain (PADD 4) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Rocky Mountain,,"(PADD 4) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","(PADD 4) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
W_EPM0CAL55_SAE_R50_MBBL,"weekly West Coast (PADD 5)  Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",West Coast,,"(PADD 5)  Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","(PADD 5)  Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
W_EPOBGRR_SAE_NUS_MBBL,"weekly U.S. Ending Stocks of Motor Gasoline Blending Components, RBOB",U.S.,,"Ending Stocks of Motor Gasoline Blending Components, RBOB","Ending Stocks of Motor Gasoline Blending Components, RBOB",Thousand Barrels,weekly
W_EPOBGRR_SAE_R10_MBBL,"weekly East Coast (PADD 1) Ending Stocks of Motor Gasoline Blending Components, RBOB",East Coast,,"(PADD 1) Ending Stocks of Motor Gasoline Blending Components, RBOB","(PADD 1) Ending Stocks of Motor Gasoline Blending Components, RBOB",Thousand Barrels,weekly
W_EPOBGRR_SAE_R20_MBBL,"weekly Midwest (PADD 2) Ending Stocks of Motor Gasoline Blending Components, RBOB",Midwest,,"(PADD 2) Ending Stocks of Motor Gasoline Blending Components, RBOB","(PADD 2) Ending Stocks of Motor Gasoline Blending Components, RBOB",Thousand Barrels,weekly
W_EPOBGRR_SAE_R30_MBBL,"weekly Gulf Coast (PADD 3) Ending Stocks of Motor Gasoline Blending Components, RBOB",Gulf Coast,,"(PADD 3) Ending Stocks of Motor Gasoline Blending Components, RBOB","(PADD 3) Ending Stocks of Motor Gasoline Blending Components, RBOB",Thousand Barrels,weekly
W_EPOBGRR_SAE_R40_MBBL,"weekly Rocky Mountain (PADD 4) Ending Stocks of Motor Gasoline Blending Components, RBOB",Rocky Mountain,,"(PADD 4) Ending Stocks of Motor Gasoline Blending Components, RBOB","(PADD 4) Ending Stocks of Motor Gasoline Blending Components, RBOB",Thousand Barrels,weekly
W_EPOBGRR_SAE_R50_MBBL,"weekly West Coast (PADD 5) Ending Stocks of Motor Gasoline Blending Components, RBOB",West Coast,,"(PADD 5) Ending Stocks of Motor Gasoline Blending Components, RBOB","(PADD 5) Ending Stocks of Motor Gasoline Blending Components, RBOB",Thousand Barrels,weekly
W_EPPA_SAE_NUS_MBBL,weekly U.S. Ending Stocks of Asphalt and Road Oil,U.S.,,Ending Stocks of Asphalt and Road Oil,Ending Stocks of Asphalt and Road Oil,Thousand Barrels,weekly
W_EPPK_SAE_NUS_MBBL,weekly U.S. Ending Stocks of Kerosene,U.S.,,Ending Stocks of Kerosene,Ending Stocks of Kerosene,Thousand Barrels,weekly
WBCIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Gasoline Blending Components,East Coast,,(PADD 1) Imports of Gasoline Blending Components,(PADD 1) Imports of Gasoline Blending Components,Thousand Barrels per Day,weekly
WBCIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Gasoline Blending Components,Midwest,,(PADD 2) Imports of Gasoline Blending Components,(PADD 2) Imports of Gasoline Blending Components,Thousand Barrels per Day,weekly
WBCIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Gasoline Blending Components,Gulf Coast,,(PADD 3) Imports of Gasoline Blending Components,(PADD 3) Imports of Gasoline Blending Components,Thousand Barrels per Day,weekly
WBCIM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Gasoline Blending Components,Rocky Mountain,,(PADD 4) Imports of Gasoline Blending Components,(PADD 4) Imports of Gasoline Blending Components,Thousand Barrels per Day,weekly
WBCIM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Gasoline Blending Components,West Coast,,(PADD 5) Imports of Gasoline Blending Components,(PADD 5) Imports of Gasoline Blending Components,Thousand Barrels per Day,weekly
WCRIMUS2,weekly U.S. Imports of Crude Oil,U.S.,,Imports of Crude Oil,Imports of Crude Oil,Thousand Barrels per Day,weekly
WD0IM_R10-Z00_2,"weekly East Coast (PADD 1) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",East Coast,,"(PADD 1) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur","(PADD 1) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
WD0IM_R20-Z00_2,"weekly Midwest (PADD 2) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Midwest,,"(PADD 2) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur","(PADD 2) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
WD0IM_R30-Z00_2,"weekly Gulf Coast (PADD 3) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Gulf Coast,,"(PADD 3) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur","(PADD 3) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
WD0IM_R40-Z00_2,"weekly Rocky Mountain (PADD 4) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Rocky Mountain,,"(PADD 4) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur","(PADD 4) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
WD0IM_R50-Z00_2,"weekly West Coast (PADD 5) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",West Coast,,"(PADD 5) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur","(PADD 5) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
WD1IM_R10-Z00_2,"weekly East Coast (PADD 1) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",East Coast,,"(PADD 1) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","(PADD 1) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
WD1IM_R20-Z00_2,"weekly Midwest (PADD 2) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Midwest,,"(PADD 2) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","(PADD 2) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
WD1IM_R30-Z00_2,"weekly Gulf Coast (PADD 3) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Gulf Coast,,"(PADD 3) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","(PADD 3) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
WD1IM_R40-Z00_2,"weekly Rocky Mountain (PADD 4) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Rocky Mountain,,"(PADD 4) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","(PADD 4) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
WD1IM_R50-Z00_2,"weekly West Coast (PADD 5) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",West Coast,,"(PADD 5) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","(PADD 5) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
WD2IM_R10-Z00_2,"weekly East Coast (PADD 1) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",East Coast,,"(PADD 1) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur","(PADD 1) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Thousand Barrels per Day,weekly
WD2IM_R20-Z00_2,"weekly Midwest (PADD 2) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Midwest,,"(PADD 2) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur","(PADD 2) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Thousand Barrels per Day,weekly
WD2IM_R30-Z00_2,"weekly Gulf Coast (PADD 3) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Gulf Coast,,"(PADD 3) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur","(PADD 3) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Thousand Barrels per Day,weekly
WD2IM_R40-Z00_2,"weekly Rocky Mountain (PADD 4) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Rocky Mountain,,"(PADD 4) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur","(PADD 4) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Thousand Barrels per Day,weekly
WD2IM_R50-Z00_2,"weekly West Coast (PADD 5) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",West Coast,,"(PADD 5) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur","(PADD 5) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Thousand Barrels per Day,weekly
WD3IM_R10-Z00_2,"weekly East Coast (PADD 1) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",East Coast,,"(PADD 1) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur","(PADD 1) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Thousand Barrels per Day,weekly
WD3IM_R20-Z00_2,"weekly Midwest (PADD 2) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Midwest,,"(PADD 2) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur","(PADD 2) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Thousand Barrels per Day,weekly
