fuel2002,fuel2002TypeDescription,fuelType,fuelTypeDescription,period,plantCode,plantName,primeMover,state,stateDescription,total-consumption,total-consumption-units
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52026,Dartmouth Power Associates LP,GT,MA,Massachusetts,4,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52056,Nassau Energy Corp,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52056,Nassau Energy Corp,CA,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52056,Nassau Energy Corp,CT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52061,Hartford Hospital Cogeneration,ALL,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52061,Hartford Hospital Cogeneration,CA,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52072,Radford Army Ammunition Plant,ALL,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52072,Radford Army Ammunition Plant,ST,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52087,Elizabeth River Power Station,ALL,VA,Virginia,910,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52087,Elizabeth River Power Station,GT,VA,Virginia,910,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52089,Celanese Acetate LLC,ALL,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52089,Celanese Acetate LLC,ST,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52091,NewYork-Presbyterian Brooklyn Methodist Hospital,ALL,NY,New York,1,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52091,NewYork-Presbyterian Brooklyn Methodist Hospital,IC,NY,New York,1,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52148,Elkton,ALL,VA,Virginia,107,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52148,Elkton,IC,VA,Virginia,1,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52148,Elkton,ST,VA,Virginia,106,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52149,West Point (PA),ALL,PA,Pennsylvania,21,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,52149,West Point (PA),IC,PA,Pennsylvania,21,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,52152,International Paper Franklin Mill,ALL,VA,Virginia,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,52152,International Paper Franklin Mill,ST,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54034,Rensselaer Cogen,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54034,Rensselaer Cogen,CA,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54034,Rensselaer Cogen,CT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54041,Lockport Energy Associates LP,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54041,Lockport Energy Associates LP,CA,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54041,Lockport Energy Associates LP,CT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54056,Pawtucket Power Associates,ALL,RI,Rhode Island,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54056,Pawtucket Power Associates,CA,RI,Rhode Island,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54056,Pawtucket Power Associates,CT,RI,Rhode Island,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54076,Indeck Olean Energy Center,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54076,Indeck Olean Energy Center,CA,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54076,Indeck Olean Energy Center,CT,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54085,Androscoggin Mill,ALL,ME,Maine,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54085,Androscoggin Mill,ST,ME,Maine,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54099,Ticonderoga Mill,ALL,NY,New York,2576,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54099,Ticonderoga Mill,ST,NY,New York,2576,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54114,Kennedy International Airport Cogen,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54114,Kennedy International Airport Cogen,CA,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54114,Kennedy International Airport Cogen,CT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54131,Fortistar North Tonawanda,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54131,Fortistar North Tonawanda,CA,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54131,Fortistar North Tonawanda,CT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54149,Stony Brook Cogen Plant,ALL,NY,New York,40,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54149,Stony Brook Cogen Plant,GT,NY,New York,40,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54225,Gillette SBMC,ALL,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54225,Gillette SBMC,GT,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54225,Gillette SBMC,IC,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54225,Gillette SBMC,ST,MA,Massachusetts,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54225,Gillette SBMC,ALL,MA,Massachusetts,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54225,Gillette SBMC,GT,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54228,Erving Paper Mills,ALL,MA,Massachusetts,29,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54228,Erving Paper Mills,GT,MA,Massachusetts,29,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54236,Pfizer Groton Plant,ALL,CT,Connecticut,8395,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54236,Pfizer Groton Plant,GT,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54236,Pfizer Groton Plant,ST,CT,Connecticut,8395,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54236,Pfizer Groton Plant,ALL,CT,Connecticut,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54236,Pfizer Groton Plant,GT,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54250,Newman (PA),ALL,PA,Pennsylvania,5,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54250,Newman (PA),ST,PA,Pennsylvania,5,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54250,Newman (PA),ALL,PA,Pennsylvania,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54250,Newman (PA),ST,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54324,Ocean State Power II,ALL,RI,Rhode Island,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54324,Ocean State Power II,CA,RI,Rhode Island,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54324,Ocean State Power II,CT,RI,Rhode Island,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54333,Bucknell University,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54333,Bucknell University,CA,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54333,Bucknell University,CT,PA,Pennsylvania,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54409,Dartmouth College Heating Plant,ALL,NH,New Hampshire,3509,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54409,Dartmouth College Heating Plant,ST,NH,New Hampshire,3509,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54569,Bayville Central Facility,ALL,NJ,New Jersey,35,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54569,Bayville Central Facility,IC,NJ,New Jersey,35,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54586,Tanner Street Generation,ALL,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54586,Tanner Street Generation,CA,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54586,Tanner Street Generation,CT,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54592,Massena Energy Facility,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54592,Massena Energy Facility,CA,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54592,Massena Energy Facility,CT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54592,Massena Energy Facility,IC,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54593,Batavia Power Plant,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54593,Batavia Power Plant,IC,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54605,Pratt & Whitney,ALL,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54605,Pratt & Whitney,GT,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54625,Covanta Plymouth Renewable Energy,ALL,PA,Pennsylvania,1470,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54625,Covanta Plymouth Renewable Energy,ST,PA,Pennsylvania,1470,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54634,St Nicholas Cogen Project,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54634,St Nicholas Cogen Project,ST,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54638,Johnsonburg Mill,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54638,Johnsonburg Mill,ST,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54640,NAEA Lakewood LLC,ALL,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54640,NAEA Lakewood LLC,CA,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54640,NAEA Lakewood LLC,CT,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54766,Boydton Plank Road Cogen Plant,ALL,VA,Virginia,2,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54766,Boydton Plank Road Cogen Plant,IC,VA,Virginia,2,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54769,NYU Luthern Medical Center,ALL,NY,New York,5,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54769,NYU Luthern Medical Center,IC,NY,New York,5,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54785,Grays Ferry Cogeneration,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54785,Grays Ferry Cogeneration,ST,PA,Pennsylvania,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54795,Domino Sugar Baltimore,ALL,MD,Maryland,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54795,Domino Sugar Baltimore,ST,MD,Maryland,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54803,Plymouth State College Cogeneration,ALL,NH,New Hampshire,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54803,Plymouth State College Cogeneration,IC,NH,New Hampshire,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54803,Plymouth State College Cogeneration,ALL,NH,New Hampshire,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54803,Plymouth State College Cogeneration,IC,NH,New Hampshire,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54808,New York University Central Plant,ALL,NY,New York,25,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54808,New York University Central Plant,CA,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54808,New York University Central Plant,CT,NY,New York,25,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54808,New York University Central Plant,IC,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54808,New York University Central Plant,ALL,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2021-09,54808,New York University Central Plant,CT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54829,Bristol Myers Squibb New Brunswick,ALL,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54829,Bristol Myers Squibb New Brunswick,GT,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54829,Bristol Myers Squibb New Brunswick,ST,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54832,Brandywine Power Facility,ALL,MD,Maryland,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54832,Brandywine Power Facility,CA,MD,Maryland,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54832,Brandywine Power Facility,CT,MD,Maryland,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54844,Gordonsville Energy LP,ALL,VA,Virginia,74,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54844,Gordonsville Energy LP,CA,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54844,Gordonsville Energy LP,CT,VA,Virginia,74,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54863,Bassett Medical Center,ALL,NY,New York,4,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54863,Bassett Medical Center,IC,NY,New York,4,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54907,Mass Inst Tech Cntrl Utilities/Cogen Plt,ALL,MA,Massachusetts,103,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54907,Mass Inst Tech Cntrl Utilities/Cogen Plt,GT,MA,Massachusetts,103,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54914,Brooklyn Navy Yard Cogeneration,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54914,Brooklyn Navy Yard Cogeneration,CA,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54914,Brooklyn Navy Yard Cogeneration,CT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54998,Wheelabrator Portsmouth,ALL,VA,Virginia,21924,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,54998,Wheelabrator Portsmouth,ST,VA,Virginia,21924,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55031,Androscoggin Energy Center,ALL,ME,Maine,133,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55031,Androscoggin Energy Center,GT,ME,Maine,133,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55079,Millennium Power,ALL,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55079,Millennium Power,CA,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55079,Millennium Power,CT,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55196,Springdale 1 & 2,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55196,Springdale 1 & 2,GT,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55317,Fore River Generating Station,ALL,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55317,Fore River Generating Station,CA,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55317,Fore River Generating Station,CT,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55347,Armstrong,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55347,Armstrong,GT,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55349,Pleasants Energy LLC,ALL,WV,West Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55349,Pleasants Energy LLC,GT,WV,West Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55375,Astoria Energy,ALL,NY,New York,16,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55375,Astoria Energy,CA,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55375,Astoria Energy,CT,NY,New York,16,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55377,Gans,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55377,Gans,GT,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55381,Commonwealth Chesapeake,ALL,VA,Virginia,1667,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55381,Commonwealth Chesapeake,GT,VA,Virginia,1667,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55405,Athens Generating Plant,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55405,Athens Generating Plant,CA,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55405,Athens Generating Plant,CT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55439,Tenaska Virginia Generating Station,ALL,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55439,Tenaska Virginia Generating Station,CA,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55439,Tenaska Virginia Generating Station,CT,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55524,York Energy Center,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55524,York Energy Center,CA,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55524,York Energy Center,CT,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55619,Watchtower Educational Center,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55619,Watchtower Educational Center,IC,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55654,Chambersburg,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55654,Chambersburg,GT,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55661,Newington,ALL,NH,New Hampshire,26,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55661,Newington,CA,NH,New Hampshire,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55661,Newington,CT,NH,New Hampshire,26,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55690,Bethlehem Power Plant,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55690,Bethlehem Power Plant,CA,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55690,Bethlehem Power Plant,CT,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55710,Allegheny Energy Units 3 4 & 5,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55710,Allegheny Energy Units 3 4 & 5,CA,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55710,Allegheny Energy Units 3 4 & 5,CT,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55787,Shoreham Energy LLC,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55787,Shoreham Energy LLC,GT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55953,Pretlow,ALL,VA,Virginia,29,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55953,Pretlow,IC,VA,Virginia,29,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55954,Downtown,ALL,VA,Virginia,20,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55954,Downtown,IC,VA,Virginia,20,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55969,Hawkeye Energy Greenport LLC,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55969,Hawkeye Energy Greenport LLC,GT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55997,Orchard Park,ALL,PA,Pennsylvania,21,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,55997,Orchard Park,IC,PA,Pennsylvania,21,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56004,Mount Clinton,ALL,VA,Virginia,266,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56004,Mount Clinton,GT,VA,Virginia,169,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56004,Mount Clinton,IC,VA,Virginia,97,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56005,Pleasant Valley (VA),ALL,VA,Virginia,190,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56005,Pleasant Valley (VA),GT,VA,Virginia,152,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56005,Pleasant Valley (VA),IC,VA,Virginia,38,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56047,CPV Towantic Energy Center,ALL,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56047,CPV Towantic Energy Center,CA,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56047,CPV Towantic Energy Center,CT,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56189,"Waterside Power, LLC",ALL,CT,Connecticut,363,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56189,"Waterside Power, LLC",GT,CT,Connecticut,363,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56196,500MW CC,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56196,500MW CC,CA,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56196,500MW CC,CT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56234,Caithness Long Island Energy Center,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56234,Caithness Long Island Energy Center,CA,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56234,Caithness Long Island Energy Center,CT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56259,Empire Generating Co LLC,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56259,Empire Generating Co LLC,CA,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2021-09,56259,Empire Generating Co LLC,CT,NY,New York,0,barrels
