period,hour_utc,weekday_utc,mida_ne_actual_demand_mwh,mida_ne_dayahead_demand_forecast_mwh,mida_ne_oil_generation_mwh,estimated_dfo_generation
2025-04-29T06,6,1,0.000000,0.000000,216.000000,248.401167
2025-04-29T07,7,1,0.000000,0.000000,219.000000,251.851184
2025-04-29T08,8,1,0.000000,0.000000,221.000000,254.151194
2025-04-29T09,9,1,0.000000,0.000000,222.000000,255.301200
2025-04-29T10,10,1,0.000000,0.000000,225.000000,258.751216
2025-04-29T11,11,1,0.000000,0.000000,223.000000,256.451205
2025-04-29T12,12,1,0.000000,0.000000,250.000000,287.501351
2025-04-29T13,13,1,0.000000,0.000000,255.000000,293.251378
2025-04-29T14,14,1,0.000000,0.000000,253.000000,290.951367
2025-04-29T15,15,1,0.000000,0.000000,254.000000,292.101373
2025-04-29T16,16,1,0.000000,0.000000,253.000000,290.951367
2025-04-29T17,17,1,0.000000,0.000000,398.000000,457.702151
2025-04-29T18,18,1,0.000000,0.000000,676.000000,777.403653
2025-04-29T19,19,1,0.000000,0.000000,735.000000,845.253972
2025-04-29T20,20,1,0.000000,0.000000,774.000000,890.104183
2025-04-29T21,21,1,0.000000,0.000000,785.000000,902.754242
2025-04-29T22,22,1,0.000000,0.000000,868.000000,998.204691
2025-04-29T23,23,1,0.000000,0.000000,971.000000,1116.655248
2025-04-30T00,0,2,0.000000,0.000000,1015.000000,1167.255485
2025-04-30T01,1,2,0.000000,0.000000,970.000000,1115.505242
2025-04-30T02,2,2,0.000000,0.000000,974.000000,1120.105264
2025-04-30T03,3,2,0.000000,0.000000,839.000000,964.854534
2025-04-30T04,4,2,0.000000,0.000000,792.000000,910.804280
2025-04-30T05,5,2,0.000000,0.000000,226.000000,259.901221
2025-04-30T06,6,2,0.000000,0.000000,210.000000,241.501135
2025-04-30T07,7,2,0.000000,0.000000,214.000000,246.101157
2025-04-30T08,8,2,0.000000,0.000000,215.000000,247.251162
2025-04-30T09,9,2,0.000000,0.000000,217.000000,249.551173
2025-04-30T10,10,2,0.000000,0.000000,220.000000,253.001189
2025-04-30T11,11,2,0.000000,0.000000,219.000000,251.851184
2025-04-30T12,12,2,0.000000,0.000000,253.000000,290.951367
2025-04-30T13,13,2,0.000000,0.000000,293.000000,336.951583
2025-04-30T14,14,2,0.000000,0.000000,300.000000,345.001621
2025-04-30T15,15,2,0.000000,0.000000,427.000000,491.052308
2025-04-30T16,16,2,0.000000,0.000000,822.000000,945.304442
2025-04-30T17,17,2,0.000000,0.000000,887.000000,1020.054794
2025-04-30T18,18,2,0.000000,0.000000,965.000000,1109.755215
2025-04-30T19,19,2,0.000000,0.000000,1018.000000,1170.705502
2025-04-30T20,20,2,0.000000,0.000000,1022.000000,1175.305523
2025-04-30T21,21,2,0.000000,0.000000,916.000000,1053.404950
2025-04-30T22,22,2,0.000000,0.000000,887.000000,1020.054794
2025-04-30T23,23,2,0.000000,0.000000,1043.000000,1199.455637
2025-05-01T00,0,3,0.000000,0.000000,1195.000000,1374.256458
2025-05-01T01,1,3,0.000000,0.000000,1171.000000,1346.656328
2025-05-01T02,2,3,0.000000,0.000000,1043.000000,1199.455637
2025-05-01T03,3,3,0.000000,0.000000,997.000000,1146.555388
2025-05-01T04,4,3,0.000000,0.000000,781.000000,898.154221
2025-05-01T05,5,3,0.000000,0.000000,253.000000,290.951367
2025-05-01T06,6,3,0.000000,0.000000,222.000000,255.301200
2025-05-01T07,7,3,0.000000,0.000000,224.000000,257.601211
2025-05-01T08,8,3,0.000000,0.000000,222.000000,255.301200
2025-05-01T09,9,3,0.000000,0.000000,222.000000,255.301200
2025-05-01T10,10,3,0.000000,0.000000,225.000000,258.751216
2025-05-01T11,11,3,0.000000,0.000000,225.000000,258.751216
2025-05-01T12,12,3,0.000000,0.000000,256.000000,294.401383
2025-05-01T13,13,3,0.000000,0.000000,301.000000,346.151627
2025-05-01T14,14,3,0.000000,0.000000,304.000000,349.601643
2025-05-01T15,15,3,0.000000,0.000000,372.000000,427.802010
2025-05-01T16,16,3,0.000000,0.000000,853.000000,980.954610
2025-05-01T17,17,3,0.000000,0.000000,1045.000000,1201.755647
2025-05-01T18,18,3,0.000000,0.000000,862.000000,991.304658
2025-05-01T19,19,3,0.000000,0.000000,961.000000,1105.155194
2025-05-01T20,20,3,0.000000,0.000000,1070.000000,1230.505783
2025-05-01T21,21,3,0.000000,0.000000,1194.000000,1373.106453
2025-05-01T22,22,3,0.000000,0.000000,1451.000000,1668.657842
2025-05-01T23,23,3,0.000000,0.000000,1557.000000,1790.558414
2025-05-02T00,0,4,0.000000,0.000000,2077.000000,2388.561225
2025-05-02T01,1,4,0.000000,0.000000,2105.000000,2420.761376
2025-05-02T02,2,4,0.000000,0.000000,1601.000000,1841.158652
2025-05-02T03,3,4,0.000000,0.000000,1009.000000,1160.355453
2025-05-02T04,4,4,0.000000,0.000000,799.000000,918.854318
2025-05-02T05,5,4,0.000000,0.000000,274.000000,315.101481
2025-05-02T06,6,4,0.000000,0.000000,214.000000,246.101157
2025-05-02T07,7,4,0.000000,0.000000,216.000000,248.401167
2025-05-02T08,8,4,0.000000,0.000000,219.000000,251.851184
2025-05-02T09,9,4,0.000000,0.000000,220.000000,253.001189
2025-05-02T10,10,4,0.000000,0.000000,227.000000,261.051227
2025-05-02T11,11,4,0.000000,0.000000,281.000000,323.151519
2025-05-02T12,12,4,0.000000,0.000000,343.000000,394.451854
2025-05-02T13,13,4,0.000000,0.000000,425.000000,488.752297
2025-05-02T14,14,4,0.000000,0.000000,430.000000,494.502324
2025-05-02T15,15,4,0.000000,0.000000,533.000000,612.952880
2025-05-02T16,16,4,0.000000,0.000000,789.000000,907.354264
2025-05-02T17,17,4,0.000000,0.000000,835.000000,960.254513
2025-05-02T18,18,4,0.000000,0.000000,1061.000000,1220.155734
2025-05-02T19,19,4,0.000000,0.000000,1249.000000,1436.356750
2025-05-02T20,20,4,0.000000,0.000000,1399.000000,1608.857561
2025-05-02T21,21,4,0.000000,0.000000,1461.000000,1680.157896
2025-05-02T22,22,4,0.000000,0.000000,1691.000000,1944.659139
2025-05-02T23,23,4,0.000000,0.000000,2293.000000,2636.962392
2025-05-03T00,0,5,0.000000,0.000000,2244.000000,2580.612127
2025-05-03T01,1,5,0.000000,0.000000,1750.000000,2012.509457
2025-05-03T02,2,5,0.000000,0.000000,1303.000000,1498.457042
2025-05-03T03,3,5,0.000000,0.000000,979.000000,1125.855291
2025-05-03T04,4,5,0.000000,0.000000,661.000000,760.153572
2025-05-03T05,5,5,0.000000,0.000000,238.000000,273.701286
2025-05-03T06,6,5,0.000000,0.000000,240.000000,276.001297
2025-05-03T07,7,5,0.000000,0.000000,241.000000,277.151302
2025-05-03T08,8,5,0.000000,0.000000,243.000000,279.451313
2025-05-03T09,9,5,0.000000,0.000000,246.000000,282.901329
2025-05-03T10,10,5,0.000000,0.000000,246.000000,282.901329
2025-05-03T11,11,5,0.000000,0.000000,244.000000,280.601319
2025-05-03T12,12,5,0.000000,0.000000,241.000000,277.151302
2025-05-03T13,13,5,0.000000,0.000000,242.000000,278.301308
2025-05-03T14,14,5,0.000000,0.000000,239.000000,274.851292
2025-05-03T15,15,5,0.000000,0.000000,238.000000,273.701286
2025-05-03T16,16,5,0.000000,0.000000,236.000000,271.401275
2025-05-03T17,17,5,0.000000,0.000000,335.000000,385.251810
2025-05-03T18,18,5,0.000000,0.000000,226.000000,259.901221
2025-05-03T19,19,5,0.000000,0.000000,302.000000,347.301632
2025-05-03T20,20,5,0.000000,0.000000,645.000000,741.753486
2025-05-03T21,21,5,0.000000,0.000000,606.000000,696.903275
2025-05-03T22,22,5,0.000000,0.000000,700.000000,805.003783
2025-05-03T23,23,5,0.000000,0.000000,690.000000,793.503729
2025-05-04T00,0,6,0.000000,0.000000,717.000000,824.553875
2025-05-04T01,1,6,0.000000,0.000000,799.000000,918.854318
2025-05-04T02,2,6,0.000000,0.000000,679.000000,780.853669
2025-05-04T03,3,6,0.000000,0.000000,686.000000,788.903707
2025-05-04T04,4,6,0.000000,0.000000,584.000000,671.603156
2025-05-04T05,5,6,0.000000,0.000000,207.000000,238.051119
2025-05-04T06,6,6,0.000000,0.000000,210.000000,241.501135
2025-05-04T07,7,6,0.000000,0.000000,211.000000,242.651140
2025-05-04T08,8,6,0.000000,0.000000,213.000000,244.951151
2025-05-04T09,9,6,0.000000,0.000000,214.000000,246.101157
2025-05-04T10,10,6,0.000000,0.000000,213.000000,244.951151
2025-05-04T11,11,6,0.000000,0.000000,211.000000,242.651140
2025-05-04T12,12,6,0.000000,0.000000,209.000000,240.351129
2025-05-04T13,13,6,0.000000,0.000000,209.000000,240.351129
2025-05-04T14,14,6,0.000000,0.000000,208.000000,239.201124
2025-05-04T15,15,6,0.000000,0.000000,207.000000,238.051119
2025-05-04T16,16,6,0.000000,0.000000,244.000000,280.601319
2025-05-04T17,17,6,0.000000,0.000000,252.000000,289.801362
2025-05-04T18,18,6,0.000000,0.000000,253.000000,290.951367
2025-05-04T19,19,6,0.000000,0.000000,254.000000,292.101373
2025-05-04T20,20,6,0.000000,0.000000,254.000000,292.101373
2025-05-04T21,21,6,0.000000,0.000000,268.000000,308.201448
2025-05-04T22,22,6,0.000000,0.000000,361.000000,415.151951
2025-05-04T23,23,6,0.000000,0.000000,372.000000,427.802010
2025-05-05T00,0,0,0.000000,0.000000,429.000000,493.352318
2025-05-05T01,1,0,0.000000,0.000000,404.000000,464.602183
2025-05-05T02,2,0,0.000000,0.000000,367.000000,422.051983
2025-05-05T03,3,0,0.000000,0.000000,356.000000,409.401924
2025-05-05T04,4,0,0.000000,0.000000,245.000000,281.751324
2025-05-05T05,5,0,0.000000,0.000000,204.000000,234.601102
2025-05-05T06,6,0,0.000000,0.000000,207.000000,238.051119
2025-05-05T07,7,0,0.000000,0.000000,208.000000,239.201124
2025-05-05T08,8,0,0.000000,0.000000,210.000000,241.501135
2025-05-05T09,9,0,0.000000,0.000000,213.000000,244.951151
2025-05-05T10,10,0,0.000000,0.000000,213.000000,244.951151
2025-05-05T11,11,0,0.000000,0.000000,213.000000,244.951151
2025-05-05T12,12,0,0.000000,0.000000,211.000000,242.651140
2025-05-05T13,13,0,0.000000,0.000000,258.000000,296.701394
2025-05-05T14,14,0,0.000000,0.000000,257.000000,295.551389
2025-05-05T15,15,0,0.000000,0.000000,354.000000,407.101913
2025-05-05T16,16,0,0.000000,0.000000,441.000000,507.152383
2025-05-05T17,17,0,0.000000,0.000000,409.000000,470.352210
2025-05-05T18,18,0,0.000000,0.000000,423.000000,486.452286
2025-05-05T19,19,0,0.000000,0.000000,427.000000,491.052308
2025-05-05T20,20,0,0.000000,0.000000,454.000000,522.102454
2025-05-05T21,21,0,0.000000,0.000000,504.000000,579.602724
2025-05-05T22,22,0,0.000000,0.000000,462.000000,531.302497
2025-05-05T23,23,0,0.000000,0.000000,446.000000,512.902410
2025-05-06T00,0,1,0.000000,0.000000,463.000000,532.452502
2025-05-06T01,1,1,0.000000,0.000000,487.000000,560.052632
2025-05-06T02,2,1,0.000000,0.000000,477.000000,548.552578
2025-05-06T03,3,1,0.000000,0.000000,452.000000,519.802443
2025-05-06T04,4,1,0.000000,0.000000,420.000000,483.002270
2025-05-06T05,5,1,0.000000,0.000000,203.000000,233.451097
2025-05-06T06,6,1,0.000000,0.000000,204.000000,234.601102
2025-05-06T07,7,1,0.000000,0.000000,204.000000,234.601102
2025-05-06T08,8,1,0.000000,0.000000,208.000000,239.201124
2025-05-06T09,9,1,0.000000,0.000000,211.000000,242.651140
2025-05-06T10,10,1,0.000000,0.000000,212.000000,243.801146
2025-05-06T11,11,1,0.000000,0.000000,210.000000,241.501135
2025-05-06T12,12,1,0.000000,0.000000,251.000000,288.651356
2025-05-06T13,13,1,0.000000,0.000000,337.000000,387.551821
2025-05-06T14,14,1,0.000000,0.000000,344.000000,395.601859
2025-05-06T15,15,1,0.000000,0.000000,342.000000,393.301848
2025-05-06T16,16,1,0.000000,0.000000,326.000000,374.901762
2025-05-06T17,17,1,0.000000,0.000000,288.000000,331.201556
2025-05-06T18,18,1,0.000000,0.000000,303.000000,348.451637
2025-05-06T19,19,1,0.000000,0.000000,357.000000,410.551929
2025-05-06T20,20,1,0.000000,0.000000,458.000000,526.702475
2025-05-06T21,21,1,0.000000,0.000000,519.000000,596.852805
2025-05-06T22,22,1,0.000000,0.000000,741.000000,852.154005
2025-05-06T23,23,1,0.000000,0.000000,630.000000,724.503405
2025-05-07T00,0,2,0.000000,0.000000,654.000000,752.103534
2025-05-07T01,1,2,0.000000,0.000000,562.000000,646.303037
2025-05-07T02,2,2,0.000000,0.000000,459.000000,527.852481
2025-05-07T03,3,2,0.000000,0.000000,439.000000,504.852372
2025-05-07T04,4,2,0.000000,0.000000,435.000000,500.252351
2025-05-07T05,5,2,0.000000,0.000000,207.000000,238.051119
2025-05-07T06,6,2,0.000000,0.000000,205.000000,235.751108
2025-05-07T07,7,2,0.000000,0.000000,207.000000,238.051119
2025-05-07T08,8,2,0.000000,0.000000,208.000000,239.201124
2025-05-07T09,9,2,0.000000,0.000000,210.000000,241.501135
2025-05-07T10,10,2,0.000000,0.000000,213.000000,244.951151
2025-05-07T11,11,2,0.000000,0.000000,214.000000,246.101157
2025-05-07T12,12,2,0.000000,0.000000,321.000000,369.151735
2025-05-07T13,13,2,0.000000,0.000000,474.000000,545.102562
2025-05-07T14,14,2,0.000000,0.000000,469.000000,539.352535
2025-05-07T15,15,2,0.000000,0.000000,448.000000,515.202421
2025-05-07T16,16,2,0.000000,0.000000,415.000000,477.252243
2025-05-07T17,17,2,0.000000,0.000000,452.000000,519.802443
2025-05-07T18,18,2,0.000000,0.000000,457.000000,525.552470
2025-05-07T19,19,2,0.000000,0.000000,403.000000,463.452178
2025-05-07T20,20,2,0.000000,0.000000,743.000000,854.454015
2025-05-07T21,21,2,0.000000,0.000000,599.000000,688.853237
2025-05-07T22,22,2,0.000000,0.000000,541.000000,622.152924
2025-05-07T23,23,2,0.000000,0.000000,539.000000,619.852913
2025-05-08T00,0,3,0.000000,0.000000,553.000000,635.952989
2025-05-08T01,1,3,0.000000,0.000000,558.000000,641.703016
2025-05-08T02,2,3,0.000000,0.000000,579.000000,665.853129
2025-05-08T03,3,3,0.000000,0.000000,505.000000,580.752729
2025-05-08T04,4,3,0.000000,0.000000,430.000000,494.502324
2025-05-08T05,5,3,0.000000,0.000000,214.000000,246.101157
2025-05-08T06,6,3,0.000000,0.000000,216.000000,248.401167
2025-05-08T07,7,3,0.000000,0.000000,229.000000,263.351238
2025-05-08T08,8,3,0.000000,0.000000,243.000000,279.451313
2025-05-08T09,9,3,0.000000,0.000000,246.000000,282.901329
2025-05-08T10,10,3,0.000000,0.000000,276.000000,317.401492
2025-05-08T11,11,3,0.000000,0.000000,300.000000,345.001621
2025-05-08T12,12,3,0.000000,0.000000,383.000000,440.452070
2025-05-08T13,13,3,0.000000,0.000000,456.000000,524.402464
2025-05-08T14,14,3,0.000000,0.000000,455.000000,523.252459
2025-05-08T15,15,3,0.000000,0.000000,497.000000,571.552686
2025-05-08T16,16,3,0.000000,0.000000,573.000000,658.953097
2025-05-08T17,17,3,0.000000,0.000000,601.000000,691.153248
2025-05-08T18,18,3,0.000000,0.000000,550.000000,632.502972
2025-05-08T19,19,3,0.000000,0.000000,736.000000,846.403978
2025-05-08T20,20,3,0.000000,0.000000,723.000000,831.453907
2025-05-08T21,21,3,0.000000,0.000000,724.000000,832.603913
2025-05-08T22,22,3,0.000000,0.000000,779.000000,895.854210
2025-05-08T23,23,3,0.000000,0.000000,863.000000,992.454664
2025-05-09T00,0,4,0.000000,0.000000,963.000000,1107.455204
2025-05-09T01,1,4,0.000000,0.000000,732.000000,841.803956
2025-05-09T02,2,4,0.000000,0.000000,638.000000,733.703448
2025-05-09T03,3,4,0.000000,0.000000,672.000000,772.803632
2025-05-09T04,4,4,0.000000,0.000000,603.000000,693.453259
2025-05-09T05,5,4,0.000000,0.000000,237.000000,272.551281
2025-05-09T06,6,4,0.000000,0.000000,208.000000,239.201124
2025-05-09T07,7,4,0.000000,0.000000,208.000000,239.201124
2025-05-09T08,8,4,0.000000,0.000000,207.000000,238.051119
2025-05-09T09,9,4,0.000000,0.000000,210.000000,241.501135
2025-05-09T10,10,4,0.000000,0.000000,214.000000,246.101157
2025-05-09T11,11,4,0.000000,0.000000,234.000000,269.101265
2025-05-09T12,12,4,0.000000,0.000000,316.000000,363.401708
2025-05-09T13,13,4,0.000000,0.000000,328.000000,377.201773
2025-05-09T14,14,4,0.000000,0.000000,326.000000,374.901762
2025-05-09T15,15,4,0.000000,0.000000,324.000000,372.601751
2025-05-09T16,16,4,0.000000,0.000000,315.000000,362.251702
2025-05-09T17,17,4,0.000000,0.000000,301.000000,346.151627
2025-05-09T18,18,4,0.000000,0.000000,297.000000,341.551605
2025-05-09T19,19,4,0.000000,0.000000,301.000000,346.151627
2025-05-09T20,20,4,0.000000,0.000000,294.000000,338.101589
2025-05-09T21,21,4,0.000000,0.000000,318.000000,365.701719
2025-05-09T22,22,4,0.000000,0.000000,257.000000,295.551389
2025-05-09T23,23,4,0.000000,0.000000,469.000000,539.352535
2025-05-10T00,0,5,0.000000,0.000000,583.000000,670.453151
2025-05-10T01,1,5,0.000000,0.000000,588.000000,676.203178
2025-05-10T02,2,5,0.000000,0.000000,300.000000,345.001621
2025-05-10T03,3,5,0.000000,0.000000,280.000000,322.001513
2025-05-10T04,4,5,0.000000,0.000000,257.000000,295.551389
2025-05-10T05,5,5,0.000000,0.000000,257.000000,295.551389
2025-05-10T06,6,5,0.000000,0.000000,214.000000,246.101157
2025-05-10T07,7,5,0.000000,0.000000,217.000000,249.551173
2025-05-10T08,8,5,0.000000,0.000000,218.000000,250.701178
2025-05-10T09,9,5,0.000000,0.000000,223.000000,256.451205
2025-05-10T10,10,5,0.000000,0.000000,223.000000,256.451205
2025-05-10T11,11,5,0.000000,0.000000,238.000000,273.701286
2025-05-10T12,12,5,0.000000,0.000000,321.000000,369.151735
2025-05-10T13,13,5,0.000000,0.000000,333.000000,382.951800
2025-05-10T14,14,5,0.000000,0.000000,332.000000,381.801794
2025-05-10T15,15,5,0.000000,0.000000,330.000000,379.501783
2025-05-10T16,16,5,0.000000,0.000000,322.000000,370.301740
2025-05-10T17,17,5,0.000000,0.000000,307.000000,353.051659
2025-05-10T18,18,5,0.000000,0.000000,298.000000,342.701610
2025-05-10T19,19,5,0.000000,0.000000,307.000000,353.051659
2025-05-10T20,20,5,0.000000,0.000000,303.000000,348.451637
2025-05-10T21,21,5,0.000000,0.000000,258.000000,296.701394
2025-05-10T22,22,5,0.000000,0.000000,257.000000,295.551389
2025-05-10T23,23,5,0.000000,0.000000,252.000000,289.801362
2025-05-11T00,0,6,0.000000,0.000000,248.000000,285.201340
2025-05-11T01,1,6,0.000000,0.000000,252.000000,289.801362
2025-05-11T02,2,6,0.000000,0.000000,250.000000,287.501351
2025-05-11T03,3,6,0.000000,0.000000,254.000000,292.101373
2025-05-11T04,4,6,0.000000,0.000000,252.000000,289.801362
2025-05-11T05,5,6,0.000000,0.000000,212.000000,243.801146
2025-05-11T06,6,6,0.000000,0.000000,214.000000,246.101157
2025-05-11T07,7,6,0.000000,0.000000,216.000000,248.401167
2025-05-11T08,8,6,0.000000,0.000000,217.000000,249.551173
2025-05-11T09,9,6,0.000000,0.000000,219.000000,251.851184
2025-05-11T10,10,6,0.000000,0.000000,221.000000,254.151194
2025-05-11T11,11,6,0.000000,0.000000,219.000000,251.851184
2025-05-11T12,12,6,0.000000,0.000000,215.000000,247.251162
2025-05-11T13,13,6,0.000000,0.000000,215.000000,247.251162
2025-05-11T14,14,6,0.000000,0.000000,215.000000,247.251162
2025-05-11T15,15,6,0.000000,0.000000,213.000000,244.951151
2025-05-11T16,16,6,0.000000,0.000000,213.000000,244.951151
2025-05-11T17,17,6,0.000000,0.000000,210.000000,241.501135
2025-05-11T18,18,6,0.000000,0.000000,209.000000,240.351129
2025-05-11T19,19,6,0.000000,0.000000,210.000000,241.501135
2025-05-11T20,20,6,0.000000,0.000000,209.000000,240.351129
2025-05-11T21,21,6,0.000000,0.000000,208.000000,239.201124
2025-05-11T22,22,6,0.000000,0.000000,209.000000,240.351129
2025-05-11T23,23,6,0.000000,0.000000,209.000000,240.351129
2025-05-12T00,0,0,0.000000,0.000000,209.000000,240.351129
2025-05-12T01,1,0,0.000000,0.000000,210.000000,241.501135
2025-05-12T02,2,0,0.000000,0.000000,212.000000,243.801146
2025-05-12T03,3,0,0.000000,0.000000,212.000000,243.801146
2025-05-12T04,4,0,0.000000,0.000000,213.000000,244.951151
2025-05-12T05,5,0,0.000000,0.000000,212.000000,243.801146
2025-05-12T06,6,0,0.000000,0.000000,216.000000,248.401167
2025-05-12T07,7,0,0.000000,0.000000,219.000000,251.851184
2025-05-12T08,8,0,0.000000,0.000000,218.000000,250.701178
2025-05-12T09,9,0,0.000000,0.000000,219.000000,251.851184
2025-05-12T10,10,0,0.000000,0.000000,220.000000,253.001189
2025-05-12T11,11,0,0.000000,0.000000,219.000000,251.851184
2025-05-12T12,12,0,0.000000,0.000000,261.000000,300.151411
2025-05-12T13,13,0,0.000000,0.000000,259.000000,297.851400
2025-05-12T14,14,0,0.000000,0.000000,266.000000,305.901438
2025-05-12T15,15,0,0.000000,0.000000,259.000000,297.851400
2025-05-12T16,16,0,0.000000,0.000000,257.000000,295.551389
2025-05-12T17,17,0,0.000000,0.000000,270.000000,310.501459
2025-05-12T18,18,0,0.000000,0.000000,259.000000,297.851400
2025-05-12T19,19,0,0.000000,0.000000,275.000000,316.251486
2025-05-12T20,20,0,0.000000,0.000000,290.000000,333.501567
2025-05-12T21,21,0,0.000000,0.000000,302.000000,347.301632
2025-05-12T22,22,0,0.000000,0.000000,341.000000,392.151843
2025-05-12T23,23,0,0.000000,0.000000,376.000000,432.402032
2025-05-13T00,0,1,0.000000,0.000000,362.000000,416.301956
