period,respondent,respondent-name,type,type-name,value,value-units
2026-03-02T14,NE,New England,D,Demand,14798,megawatthours
2026-03-02T14,NE,New England,DF,Day-ahead demand forecast,14670,megawatthours
2026-03-02T14,NE,New England,NG,Net generation,13740,megawatthours
2026-03-02T14,NE,New England,TI,Total interchange,-1058,megawatthours
2026-03-02T13,MIDA,Mid-Atlantic,D,Demand,111646,megawatthours
2026-03-02T13,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,113149,megawatthours
2026-03-02T13,MIDA,Mid-Atlantic,NG,Net generation,113411,megawatthours
2026-03-02T13,MIDA,Mid-Atlantic,TI,Total interchange,1500,megawatthours
2026-03-02T13,NE,New England,D,Demand,16184,megawatthours
2026-03-02T13,NE,New England,DF,Day-ahead demand forecast,16170,megawatthours
2026-03-02T13,NE,New England,NG,Net generation,15791,megawatthours
2026-03-02T13,NE,New England,TI,Total interchange,-393,megawatthours
2026-03-02T12,MIDA,Mid-Atlantic,D,Demand,108164,megawatthours
2026-03-02T12,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,113254,megawatthours
2026-03-02T12,MIDA,Mid-Atlantic,NG,Net generation,109998,megawatthours
2026-03-02T12,MIDA,Mid-Atlantic,TI,Total interchange,1676,megawatthours
2026-03-02T12,NE,New England,D,Demand,16396,megawatthours
2026-03-02T12,NE,New England,DF,Day-ahead demand forecast,16450,megawatthours
2026-03-02T12,NE,New England,NG,Net generation,15966,megawatthours
2026-03-02T12,NE,New England,TI,Total interchange,-430,megawatthours
2026-03-02T11,MIDA,Mid-Atlantic,D,Demand,100876,megawatthours
2026-03-02T11,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,108514,megawatthours
2026-03-02T11,MIDA,Mid-Atlantic,NG,Net generation,102549,megawatthours
2026-03-02T11,MIDA,Mid-Atlantic,TI,Total interchange,1548,megawatthours
2026-03-02T11,NE,New England,D,Demand,15022,megawatthours
2026-03-02T11,NE,New England,DF,Day-ahead demand forecast,15080,megawatthours
2026-03-02T11,NE,New England,NG,Net generation,14225,megawatthours
2026-03-02T11,NE,New England,TI,Total interchange,-797,megawatthours
2026-03-02T10,MIDA,Mid-Atlantic,D,Demand,95986,megawatthours
2026-03-02T10,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,101032,megawatthours
2026-03-02T10,MIDA,Mid-Atlantic,NG,Net generation,97781,megawatthours
2026-03-02T10,MIDA,Mid-Atlantic,TI,Total interchange,1568,megawatthours
2026-03-02T10,NE,New England,D,Demand,13975,megawatthours
2026-03-02T10,NE,New England,DF,Day-ahead demand forecast,14030,megawatthours
2026-03-02T10,NE,New England,NG,Net generation,12861,megawatthours
2026-03-02T10,NE,New England,TI,Total interchange,-1114,megawatthours
2026-03-02T09,MIDA,Mid-Atlantic,D,Demand,94146,megawatthours
2026-03-02T09,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,95755,megawatthours
2026-03-02T09,MIDA,Mid-Atlantic,NG,Net generation,96385,megawatthours
2026-03-02T09,MIDA,Mid-Atlantic,TI,Total interchange,1114,megawatthours
2026-03-02T09,NE,New England,D,Demand,13512,megawatthours
2026-03-02T09,NE,New England,DF,Day-ahead demand forecast,13540,megawatthours
2026-03-02T09,NE,New England,NG,Net generation,12311,megawatthours
2026-03-02T09,NE,New England,TI,Total interchange,-1201,megawatthours
2026-03-02T08,MIDA,Mid-Atlantic,D,Demand,93542,megawatthours
2026-03-02T08,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,92897,megawatthours
2026-03-02T08,MIDA,Mid-Atlantic,NG,Net generation,96154,megawatthours
2026-03-02T08,MIDA,Mid-Atlantic,TI,Total interchange,1102,megawatthours
2026-03-02T08,NE,New England,D,Demand,13387,megawatthours
2026-03-02T08,NE,New England,DF,Day-ahead demand forecast,13360,megawatthours
2026-03-02T08,NE,New England,NG,Net generation,11890,megawatthours
2026-03-02T08,NE,New England,TI,Total interchange,-1497,megawatthours
2026-03-02T07,MIDA,Mid-Atlantic,D,Demand,93303,megawatthours
2026-03-02T07,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,91777,megawatthours
2026-03-02T07,MIDA,Mid-Atlantic,NG,Net generation,95237,megawatthours
2026-03-02T07,MIDA,Mid-Atlantic,TI,Total interchange,1748,megawatthours
2026-03-02T07,NE,New England,D,Demand,13618,megawatthours
2026-03-02T07,NE,New England,DF,Day-ahead demand forecast,13380,megawatthours
2026-03-02T07,NE,New England,NG,Net generation,12093,megawatthours
2026-03-02T07,NE,New England,TI,Total interchange,-1525,megawatthours
2026-03-02T06,MIDA,Mid-Atlantic,D,Demand,93610,megawatthours
2026-03-02T06,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,91656,megawatthours
2026-03-02T06,MIDA,Mid-Atlantic,NG,Net generation,95081,megawatthours
2026-03-02T06,MIDA,Mid-Atlantic,TI,Total interchange,2316,megawatthours
2026-03-02T06,NE,New England,D,Demand,14009,megawatthours
2026-03-02T06,NE,New England,DF,Day-ahead demand forecast,13540,megawatthours
2026-03-02T06,NE,New England,NG,Net generation,12732,megawatthours
2026-03-02T06,NE,New England,TI,Total interchange,-1277,megawatthours
2026-03-02T05,MIDA,Mid-Atlantic,D,Demand,94846,megawatthours
2026-03-02T05,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,94576,megawatthours
2026-03-02T05,MIDA,Mid-Atlantic,NG,Net generation,96568,megawatthours
2026-03-02T05,MIDA,Mid-Atlantic,TI,Total interchange,1559,megawatthours
2026-03-02T05,NE,New England,D,Demand,13915,megawatthours
2026-03-02T05,NE,New England,DF,Day-ahead demand forecast,13880,megawatthours
2026-03-02T05,NE,New England,NG,Net generation,13263,megawatthours
2026-03-02T05,NE,New England,TI,Total interchange,-652,megawatthours
2026-03-02T04,MIDA,Mid-Atlantic,D,Demand,96734,megawatthours
2026-03-02T04,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,95992,megawatthours
2026-03-02T04,MIDA,Mid-Atlantic,NG,Net generation,98481,megawatthours
2026-03-02T04,MIDA,Mid-Atlantic,TI,Total interchange,1429,megawatthours
2026-03-02T04,NE,New England,D,Demand,14588,megawatthours
2026-03-02T04,NE,New England,DF,Day-ahead demand forecast,14560,megawatthours
2026-03-02T04,NE,New England,NG,Net generation,13318,megawatthours
2026-03-02T04,NE,New England,TI,Total interchange,-1270,megawatthours
2026-03-02T03,MIDA,Mid-Atlantic,D,Demand,98839,megawatthours
2026-03-02T03,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,98615,megawatthours
2026-03-02T03,MIDA,Mid-Atlantic,NG,Net generation,100935,megawatthours
2026-03-02T03,MIDA,Mid-Atlantic,TI,Total interchange,1599,megawatthours
2026-03-02T03,NE,New England,D,Demand,15408,megawatthours
2026-03-02T03,NE,New England,DF,Day-ahead demand forecast,15320,megawatthours
2026-03-02T03,NE,New England,NG,Net generation,14400,megawatthours
2026-03-02T03,NE,New England,TI,Total interchange,-1008,megawatthours
2026-03-02T02,MIDA,Mid-Atlantic,D,Demand,100472,megawatthours
2026-03-02T02,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,101197,megawatthours
2026-03-02T02,MIDA,Mid-Atlantic,NG,Net generation,102946,megawatthours
2026-03-02T02,MIDA,Mid-Atlantic,TI,Total interchange,1892,megawatthours
2026-03-02T02,NE,New England,D,Demand,16046,megawatthours
2026-03-02T02,NE,New England,DF,Day-ahead demand forecast,15970,megawatthours
2026-03-02T02,NE,New England,NG,Net generation,15460,megawatthours
2026-03-02T02,NE,New England,TI,Total interchange,-586,megawatthours
2026-03-02T01,MIDA,Mid-Atlantic,D,Demand,100607,megawatthours
2026-03-02T01,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,103111,megawatthours
2026-03-02T01,MIDA,Mid-Atlantic,NG,Net generation,104110,megawatthours
2026-03-02T01,MIDA,Mid-Atlantic,TI,Total interchange,1992,megawatthours
2026-03-02T01,NE,New England,D,Demand,16408,megawatthours
2026-03-02T01,NE,New England,DF,Day-ahead demand forecast,16410,megawatthours
2026-03-02T01,NE,New England,NG,Net generation,15308,megawatthours
2026-03-02T01,NE,New England,TI,Total interchange,-1100,megawatthours
2026-03-02T00,MIDA,Mid-Atlantic,D,Demand,98255,megawatthours
2026-03-02T00,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,103720,megawatthours
2026-03-02T00,MIDA,Mid-Atlantic,NG,Net generation,101928,megawatthours
2026-03-02T00,MIDA,Mid-Atlantic,TI,Total interchange,1907,megawatthours
2026-03-02T00,NE,New England,D,Demand,16564,megawatthours
2026-03-02T00,NE,New England,DF,Day-ahead demand forecast,16500,megawatthours
2026-03-02T00,NE,New England,NG,Net generation,15263,megawatthours
2026-03-02T00,NE,New England,TI,Total interchange,-1301,megawatthours
2026-03-01T23,MIDA,Mid-Atlantic,D,Demand,92906,megawatthours
2026-03-01T23,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,103191,megawatthours
2026-03-01T23,MIDA,Mid-Atlantic,NG,Net generation,96273,megawatthours
2026-03-01T23,MIDA,Mid-Atlantic,TI,Total interchange,2001,megawatthours
2026-03-01T23,NE,New England,D,Demand,15903,megawatthours
2026-03-01T23,NE,New England,DF,Day-ahead demand forecast,16130,megawatthours
2026-03-01T23,NE,New England,NG,Net generation,14190,megawatthours
2026-03-01T23,NE,New England,TI,Total interchange,-1713,megawatthours
2026-03-01T22,MIDA,Mid-Atlantic,D,Demand,88029,megawatthours
2026-03-01T22,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,99311,megawatthours
2026-03-01T22,MIDA,Mid-Atlantic,NG,Net generation,92456,megawatthours
2026-03-01T22,MIDA,Mid-Atlantic,TI,Total interchange,2164,megawatthours
2026-03-01T22,NE,New England,D,Demand,14035,megawatthours
2026-03-01T22,NE,New England,DF,Day-ahead demand forecast,14460,megawatthours
2026-03-01T22,NE,New England,NG,Net generation,12729,megawatthours
2026-03-01T22,NE,New England,TI,Total interchange,-1306,megawatthours
2026-03-01T21,MIDA,Mid-Atlantic,D,Demand,85501,megawatthours
2026-03-01T21,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,94408,megawatthours
2026-03-01T21,MIDA,Mid-Atlantic,NG,Net generation,90162,megawatthours
2026-03-01T21,MIDA,Mid-Atlantic,TI,Total interchange,2111,megawatthours
2026-03-01T21,NE,New England,D,Demand,12086,megawatthours
2026-03-01T21,NE,New England,DF,Day-ahead demand forecast,12520,megawatthours
2026-03-01T21,NE,New England,NG,Net generation,11729,megawatthours
2026-03-01T21,NE,New England,TI,Total interchange,-357,megawatthours
2026-03-01T20,MIDA,Mid-Atlantic,D,Demand,85744,megawatthours
2026-03-01T20,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,91342,megawatthours
2026-03-01T20,MIDA,Mid-Atlantic,NG,Net generation,90397,megawatthours
2026-03-01T20,MIDA,Mid-Atlantic,TI,Total interchange,2044,megawatthours
2026-03-01T20,NE,New England,D,Demand,11339,megawatthours
2026-03-01T20,NE,New England,DF,Day-ahead demand forecast,11180,megawatthours
2026-03-01T20,NE,New England,NG,Net generation,10953,megawatthours
2026-03-01T20,NE,New England,TI,Total interchange,-386,megawatthours
2026-03-01T19,MIDA,Mid-Atlantic,D,Demand,85785,megawatthours
2026-03-01T19,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,90269,megawatthours
2026-03-01T19,MIDA,Mid-Atlantic,NG,Net generation,90182,megawatthours
2026-03-01T19,MIDA,Mid-Atlantic,TI,Total interchange,1809,megawatthours
2026-03-01T19,NE,New England,D,Demand,11644,megawatthours
2026-03-01T19,NE,New England,DF,Day-ahead demand forecast,11650,megawatthours
2026-03-01T19,NE,New England,NG,Net generation,10444,megawatthours
2026-03-01T19,NE,New England,TI,Total interchange,-1200,megawatthours
2026-03-01T18,MIDA,Mid-Atlantic,D,Demand,86507,megawatthours
2026-03-01T18,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,90310,megawatthours
2026-03-01T18,MIDA,Mid-Atlantic,NG,Net generation,91006,megawatthours
2026-03-01T18,MIDA,Mid-Atlantic,TI,Total interchange,1429,megawatthours
2026-03-01T18,NE,New England,D,Demand,12516,megawatthours
2026-03-01T18,NE,New England,DF,Day-ahead demand forecast,12510,megawatthours
2026-03-01T18,NE,New England,NG,Net generation,10616,megawatthours
2026-03-01T18,NE,New England,TI,Total interchange,-1900,megawatthours
2026-03-01T17,MIDA,Mid-Atlantic,D,Demand,87450,megawatthours
2026-03-01T17,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,90787,megawatthours
2026-03-01T17,MIDA,Mid-Atlantic,NG,Net generation,92722,megawatthours
2026-03-01T17,MIDA,Mid-Atlantic,TI,Total interchange,1474,megawatthours
2026-03-01T17,NE,New England,D,Demand,13393,megawatthours
2026-03-01T17,NE,New England,DF,Day-ahead demand forecast,13390,megawatthours
2026-03-01T17,NE,New England,NG,Net generation,11396,megawatthours
2026-03-01T17,NE,New England,TI,Total interchange,-1997,megawatthours
2026-03-01T16,MIDA,Mid-Atlantic,D,Demand,89079,megawatthours
2026-03-01T16,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,91169,megawatthours
2026-03-01T16,MIDA,Mid-Atlantic,NG,Net generation,94397,megawatthours
2026-03-01T16,MIDA,Mid-Atlantic,TI,Total interchange,1422,megawatthours
2026-03-01T16,NE,New England,D,Demand,13965,megawatthours
2026-03-01T16,NE,New England,DF,Day-ahead demand forecast,14000,megawatthours
2026-03-01T16,NE,New England,NG,Net generation,12211,megawatthours
2026-03-01T16,NE,New England,TI,Total interchange,-1754,megawatthours
2026-03-01T15,MIDA,Mid-Atlantic,D,Demand,90177,megawatthours
2026-03-01T15,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,91685,megawatthours
2026-03-01T15,MIDA,Mid-Atlantic,NG,Net generation,95675,megawatthours
2026-03-01T15,MIDA,Mid-Atlantic,TI,Total interchange,1484,megawatthours
2026-03-01T15,NE,New England,D,Demand,13819,megawatthours
2026-03-01T15,NE,New England,DF,Day-ahead demand forecast,13850,megawatthours
2026-03-01T15,NE,New England,NG,Net generation,13073,megawatthours
2026-03-01T15,NE,New England,TI,Total interchange,-746,megawatthours
2026-03-01T14,MIDA,Mid-Atlantic,D,Demand,90651,megawatthours
2026-03-01T14,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,92143,megawatthours
2026-03-01T14,MIDA,Mid-Atlantic,NG,Net generation,96402,megawatthours
2026-03-01T14,MIDA,Mid-Atlantic,TI,Total interchange,1191,megawatthours
2026-03-01T14,NE,New England,D,Demand,13344,megawatthours
2026-03-01T14,NE,New England,DF,Day-ahead demand forecast,13380,megawatthours
2026-03-01T14,NE,New England,NG,Net generation,12951,megawatthours
2026-03-01T14,NE,New England,TI,Total interchange,-393,megawatthours
2026-03-01T13,MIDA,Mid-Atlantic,D,Demand,89948,megawatthours
2026-03-01T13,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,91608,megawatthours
2026-03-01T13,MIDA,Mid-Atlantic,NG,Net generation,95899,megawatthours
2026-03-01T13,MIDA,Mid-Atlantic,TI,Total interchange,1224,megawatthours
2026-03-01T13,NE,New England,D,Demand,12758,megawatthours
2026-03-01T13,NE,New England,DF,Day-ahead demand forecast,12780,megawatthours
2026-03-01T13,NE,New England,NG,Net generation,12165,megawatthours
2026-03-01T13,NE,New England,TI,Total interchange,-593,megawatthours
2026-03-01T12,MIDA,Mid-Atlantic,D,Demand,88109,megawatthours
2026-03-01T12,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,89878,megawatthours
2026-03-01T12,MIDA,Mid-Atlantic,NG,Net generation,93673,megawatthours
2026-03-01T12,MIDA,Mid-Atlantic,TI,Total interchange,1316,megawatthours
2026-03-01T12,NE,New England,D,Demand,12744,megawatthours
2026-03-01T12,NE,New England,DF,Day-ahead demand forecast,12470,megawatthours
2026-03-01T12,NE,New England,NG,Net generation,12256,megawatthours
2026-03-01T12,NE,New England,TI,Total interchange,-488,megawatthours
2026-03-01T11,MIDA,Mid-Atlantic,D,Demand,86175,megawatthours
2026-03-01T11,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,87069,megawatthours
2026-03-01T11,MIDA,Mid-Atlantic,NG,Net generation,91851,megawatthours
2026-03-01T11,MIDA,Mid-Atlantic,TI,Total interchange,1239,megawatthours
2026-03-01T11,NE,New England,D,Demand,12586,megawatthours
2026-03-01T11,NE,New England,DF,Day-ahead demand forecast,12080,megawatthours
2026-03-01T11,NE,New England,NG,Net generation,11897,megawatthours
2026-03-01T11,NE,New England,TI,Total interchange,-689,megawatthours
2026-03-01T10,MIDA,Mid-Atlantic,D,Demand,86010,megawatthours
2026-03-01T10,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,84296,megawatthours
2026-03-01T10,MIDA,Mid-Atlantic,NG,Net generation,91635,megawatthours
2026-03-01T10,MIDA,Mid-Atlantic,TI,Total interchange,1340,megawatthours
2026-03-01T10,NE,New England,D,Demand,12395,megawatthours
2026-03-01T10,NE,New England,DF,Day-ahead demand forecast,11800,megawatthours
2026-03-01T10,NE,New England,NG,Net generation,11762,megawatthours
2026-03-01T10,NE,New England,TI,Total interchange,-633,megawatthours
2026-03-01T09,MIDA,Mid-Atlantic,D,Demand,85328,megawatthours
2026-03-01T09,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,82208,megawatthours
2026-03-01T09,MIDA,Mid-Atlantic,NG,Net generation,90876,megawatthours
2026-03-01T09,MIDA,Mid-Atlantic,TI,Total interchange,700,megawatthours
2026-03-01T09,NE,New England,D,Demand,12337,megawatthours
2026-03-01T09,NE,New England,DF,Day-ahead demand forecast,11700,megawatthours
2026-03-01T09,NE,New England,NG,Net generation,11645,megawatthours
2026-03-01T09,NE,New England,TI,Total interchange,-692,megawatthours
2026-03-01T08,MIDA,Mid-Atlantic,D,Demand,84976,megawatthours
2026-03-01T08,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,81211,megawatthours
2026-03-01T08,MIDA,Mid-Atlantic,NG,Net generation,91087,megawatthours
2026-03-01T08,MIDA,Mid-Atlantic,TI,Total interchange,895,megawatthours
2026-03-01T08,NE,New England,D,Demand,12176,megawatthours
2026-03-01T08,NE,New England,DF,Day-ahead demand forecast,11750,megawatthours
2026-03-01T08,NE,New England,NG,Net generation,11510,megawatthours
2026-03-01T08,NE,New England,TI,Total interchange,-666,megawatthours
2026-03-01T07,MIDA,Mid-Atlantic,D,Demand,85283,megawatthours
2026-03-01T07,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,81077,megawatthours
2026-03-01T07,MIDA,Mid-Atlantic,NG,Net generation,91307,megawatthours
2026-03-01T07,MIDA,Mid-Atlantic,TI,Total interchange,909,megawatthours
2026-03-01T07,NE,New England,D,Demand,12009,megawatthours
2026-03-01T07,NE,New England,DF,Day-ahead demand forecast,11910,megawatthours
2026-03-01T07,NE,New England,NG,Net generation,11517,megawatthours
2026-03-01T07,NE,New England,TI,Total interchange,-492,megawatthours
2026-03-01T06,MIDA,Mid-Atlantic,D,Demand,85280,megawatthours
2026-03-01T06,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,81582,megawatthours
2026-03-01T06,MIDA,Mid-Atlantic,NG,Net generation,90762,megawatthours
2026-03-01T06,MIDA,Mid-Atlantic,TI,Total interchange,1040,megawatthours
2026-03-01T06,NE,New England,D,Demand,12282,megawatthours
2026-03-01T06,NE,New England,DF,Day-ahead demand forecast,12190,megawatthours
2026-03-01T06,NE,New England,NG,Net generation,11444,megawatthours
2026-03-01T06,NE,New England,TI,Total interchange,-838,megawatthours
2026-03-01T05,MIDA,Mid-Atlantic,D,Demand,86536,megawatthours
2026-03-01T05,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,83841,megawatthours
2026-03-01T05,MIDA,Mid-Atlantic,NG,Net generation,91471,megawatthours
2026-03-01T05,MIDA,Mid-Atlantic,TI,Total interchange,1476,megawatthours
2026-03-01T05,NE,New England,D,Demand,12624,megawatthours
2026-03-01T05,NE,New England,DF,Day-ahead demand forecast,12260,megawatthours
2026-03-01T05,NE,New England,NG,Net generation,11623,megawatthours
2026-03-01T05,NE,New England,TI,Total interchange,-1001,megawatthours
2026-03-01T04,MIDA,Mid-Atlantic,D,Demand,87997,megawatthours
2026-03-01T04,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,85631,megawatthours
2026-03-01T04,MIDA,Mid-Atlantic,NG,Net generation,93391,megawatthours
2026-03-01T04,MIDA,Mid-Atlantic,TI,Total interchange,1450,megawatthours
2026-03-01T04,NE,New England,D,Demand,13259,megawatthours
2026-03-01T04,NE,New England,DF,Day-ahead demand forecast,12910,megawatthours
2026-03-01T04,NE,New England,NG,Net generation,12265,megawatthours
2026-03-01T04,NE,New England,TI,Total interchange,-994,megawatthours
2026-03-01T03,MIDA,Mid-Atlantic,D,Demand,89385,megawatthours
2026-03-01T03,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,88399,megawatthours
2026-03-01T03,MIDA,Mid-Atlantic,NG,Net generation,95083,megawatthours
2026-03-01T03,MIDA,Mid-Atlantic,TI,Total interchange,1598,megawatthours
2026-03-01T03,NE,New England,D,Demand,13862,megawatthours
2026-03-01T03,NE,New England,DF,Day-ahead demand forecast,13600,megawatthours
2026-03-01T03,NE,New England,NG,Net generation,12592,megawatthours
2026-03-01T03,NE,New England,TI,Total interchange,-1270,megawatthours
2026-03-01T02,MIDA,Mid-Atlantic,D,Demand,90610,megawatthours
2026-03-01T02,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,90686,megawatthours
2026-03-01T02,MIDA,Mid-Atlantic,NG,Net generation,96675,megawatthours
2026-03-01T02,MIDA,Mid-Atlantic,TI,Total interchange,1898,megawatthours
2026-03-01T02,NE,New England,D,Demand,14349,megawatthours
2026-03-01T02,NE,New England,DF,Day-ahead demand forecast,14020,megawatthours
2026-03-01T02,NE,New England,NG,Net generation,12836,megawatthours
2026-03-01T02,NE,New England,TI,Total interchange,-1513,megawatthours
2026-03-01T01,MIDA,Mid-Atlantic,D,Demand,90986,megawatthours
2026-03-01T01,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,92097,megawatthours
2026-03-01T01,MIDA,Mid-Atlantic,NG,Net generation,96213,megawatthours
2026-03-01T01,MIDA,Mid-Atlantic,TI,Total interchange,1953,megawatthours
2026-03-01T01,NE,New England,D,Demand,14710,megawatthours
2026-03-01T01,NE,New England,DF,Day-ahead demand forecast,14340,megawatthours
2026-03-01T01,NE,New England,NG,Net generation,13082,megawatthours
2026-03-01T01,NE,New England,TI,Total interchange,-1628,megawatthours
2026-03-01T00,MIDA,Mid-Atlantic,D,Demand,89952,megawatthours
2026-03-01T00,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,92766,megawatthours
2026-03-01T00,MIDA,Mid-Atlantic,NG,Net generation,94860,megawatthours
2026-03-01T00,MIDA,Mid-Atlantic,TI,Total interchange,2010,megawatthours
2026-03-01T00,NE,New England,D,Demand,14909,megawatthours
2026-03-01T00,NE,New England,DF,Day-ahead demand forecast,14700,megawatthours
2026-03-01T00,NE,New England,NG,Net generation,13679,megawatthours
2026-03-01T00,NE,New England,TI,Total interchange,-1230,megawatthours
2026-02-28T23,MIDA,Mid-Atlantic,D,Demand,86901,megawatthours
2026-02-28T23,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,92346,megawatthours
2026-02-28T23,MIDA,Mid-Atlantic,NG,Net generation,91513,megawatthours
2026-02-28T23,MIDA,Mid-Atlantic,TI,Total interchange,2149,megawatthours
2026-02-28T23,NE,New England,D,Demand,14356,megawatthours
2026-02-28T23,NE,New England,DF,Day-ahead demand forecast,14180,megawatthours
2026-02-28T23,NE,New England,NG,Net generation,13211,megawatthours
2026-02-28T23,NE,New England,TI,Total interchange,-1145,megawatthours
2026-02-28T22,MIDA,Mid-Atlantic,D,Demand,84506,megawatthours
2026-02-28T22,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,89556,megawatthours
2026-02-28T22,MIDA,Mid-Atlantic,NG,Net generation,89933,megawatthours
2026-02-28T22,MIDA,Mid-Atlantic,TI,Total interchange,2105,megawatthours
2026-02-28T22,NE,New England,D,Demand,12895,megawatthours
2026-02-28T22,NE,New England,DF,Day-ahead demand forecast,12900,megawatthours
2026-02-28T22,NE,New England,NG,Net generation,11554,megawatthours
2026-02-28T22,NE,New England,TI,Total interchange,-1341,megawatthours
2026-02-28T21,MIDA,Mid-Atlantic,D,Demand,82970,megawatthours
2026-02-28T21,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,86142,megawatthours
2026-02-28T21,MIDA,Mid-Atlantic,NG,Net generation,88719,megawatthours
2026-02-28T21,MIDA,Mid-Atlantic,TI,Total interchange,2121,megawatthours
2026-02-28T21,NE,New England,D,Demand,11819,megawatthours
2026-02-28T21,NE,New England,DF,Day-ahead demand forecast,11400,megawatthours
2026-02-28T21,NE,New England,NG,Net generation,10598,megawatthours
2026-02-28T21,NE,New England,TI,Total interchange,-1221,megawatthours
2026-02-28T20,MIDA,Mid-Atlantic,D,Demand,83089,megawatthours
2026-02-28T20,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,84064,megawatthours
2026-02-28T20,MIDA,Mid-Atlantic,NG,Net generation,88598,megawatthours
2026-02-28T20,MIDA,Mid-Atlantic,TI,Total interchange,1988,megawatthours
2026-02-28T20,NE,New England,D,Demand,11838,megawatthours
2026-02-28T20,NE,New England,DF,Day-ahead demand forecast,10580,megawatthours
2026-02-28T20,NE,New England,NG,Net generation,10378,megawatthours
2026-02-28T20,NE,New England,TI,Total interchange,-1460,megawatthours
2026-02-28T19,MIDA,Mid-Atlantic,D,Demand,83973,megawatthours
2026-02-28T19,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,83729,megawatthours
2026-02-28T19,MIDA,Mid-Atlantic,NG,Net generation,89536,megawatthours
2026-02-28T19,MIDA,Mid-Atlantic,TI,Total interchange,2031,megawatthours
2026-02-28T19,NE,New England,D,Demand,11780,megawatthours
2026-02-28T19,NE,New England,DF,Day-ahead demand forecast,10460,megawatthours
2026-02-28T19,NE,New England,NG,Net generation,10355,megawatthours
2026-02-28T19,NE,New England,TI,Total interchange,-1425,megawatthours
2026-02-28T18,MIDA,Mid-Atlantic,D,Demand,84949,megawatthours
2026-02-28T18,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,84613,megawatthours
2026-02-28T18,MIDA,Mid-Atlantic,NG,Net generation,89996,megawatthours
2026-02-28T18,MIDA,Mid-Atlantic,TI,Total interchange,1675,megawatthours
2026-02-28T18,NE,New England,D,Demand,11766,megawatthours
2026-02-28T18,NE,New England,DF,Day-ahead demand forecast,10670,megawatthours
2026-02-28T18,NE,New England,NG,Net generation,10432,megawatthours
2026-02-28T18,NE,New England,TI,Total interchange,-1334,megawatthours
2026-02-28T17,MIDA,Mid-Atlantic,D,Demand,86900,megawatthours
2026-02-28T17,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,86158,megawatthours
2026-02-28T17,MIDA,Mid-Atlantic,NG,Net generation,91418,megawatthours
2026-02-28T17,MIDA,Mid-Atlantic,TI,Total interchange,1329,megawatthours
2026-02-28T17,NE,New England,D,Demand,11901,megawatthours
2026-02-28T17,NE,New England,DF,Day-ahead demand forecast,10850,megawatthours
2026-02-28T17,NE,New England,NG,Net generation,10524,megawatthours
2026-02-28T17,NE,New England,TI,Total interchange,-1377,megawatthours
2026-02-28T16,MIDA,Mid-Atlantic,D,Demand,89344,megawatthours
2026-02-28T16,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,88126,megawatthours
2026-02-28T16,MIDA,Mid-Atlantic,NG,Net generation,94024,megawatthours
