period,respondent,respondent-name,type,type-name,value,value-units
2026-08-09T08,NE,New England,DF,Day-ahead demand forecast,13610,megawatthours
2026-08-09T08,NE,New England,NG,Net generation,13354,megawatthours
2026-08-09T08,NE,New England,TI,Total interchange,-860,megawatthours
2026-08-09T07,MIDA,Mid-Atlantic,D,Demand,97622,megawatthours
2026-08-09T07,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,89744,megawatthours
2026-08-09T07,MIDA,Mid-Atlantic,NG,Net generation,101982,megawatthours
2026-08-09T07,MIDA,Mid-Atlantic,TI,Total interchange,287,megawatthours
2026-08-09T07,NE,New England,D,Demand,14409,megawatthours
2026-08-09T07,NE,New England,DF,Day-ahead demand forecast,14020,megawatthours
2026-08-09T07,NE,New England,NG,Net generation,13699,megawatthours
2026-08-09T07,NE,New England,TI,Total interchange,-710,megawatthours
2026-08-09T06,MIDA,Mid-Atlantic,D,Demand,100635,megawatthours
2026-08-09T06,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,92785,megawatthours
2026-08-09T06,MIDA,Mid-Atlantic,NG,Net generation,104139,megawatthours
2026-08-09T06,MIDA,Mid-Atlantic,TI,Total interchange,-403,megawatthours
2026-08-09T06,NE,New England,D,Demand,14707,megawatthours
2026-08-09T06,NE,New England,DF,Day-ahead demand forecast,14630,megawatthours
2026-08-09T06,NE,New England,NG,Net generation,13999,megawatthours
2026-08-09T06,NE,New England,TI,Total interchange,-708,megawatthours
2026-08-09T05,MIDA,Mid-Atlantic,D,Demand,104607,megawatthours
2026-08-09T05,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,96810,megawatthours
2026-08-09T05,MIDA,Mid-Atlantic,NG,Net generation,108862,megawatthours
2026-08-09T05,MIDA,Mid-Atlantic,TI,Total interchange,-187,megawatthours
2026-08-09T05,NE,New England,D,Demand,15486,megawatthours
2026-08-09T05,NE,New England,DF,Day-ahead demand forecast,15450,megawatthours
2026-08-09T05,NE,New England,NG,Net generation,14722,megawatthours
2026-08-09T05,NE,New England,TI,Total interchange,-764,megawatthours
2026-08-09T04,MIDA,Mid-Atlantic,D,Demand,110023,megawatthours
2026-08-09T04,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,101280,megawatthours
2026-08-09T04,MIDA,Mid-Atlantic,NG,Net generation,114415,megawatthours
2026-08-09T04,MIDA,Mid-Atlantic,TI,Total interchange,1082,megawatthours
2026-08-09T04,NE,New England,D,Demand,16741,megawatthours
2026-08-09T04,NE,New England,DF,Day-ahead demand forecast,17150,megawatthours
2026-08-09T04,NE,New England,NG,Net generation,15774,megawatthours
2026-08-09T04,NE,New England,TI,Total interchange,-967,megawatthours
2026-08-09T03,MIDA,Mid-Atlantic,D,Demand,115875,megawatthours
2026-08-09T03,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,107244,megawatthours
2026-08-09T03,MIDA,Mid-Atlantic,NG,Net generation,118927,megawatthours
2026-08-09T03,MIDA,Mid-Atlantic,TI,Total interchange,968,megawatthours
2026-08-09T03,NE,New England,D,Demand,17830,megawatthours
2026-08-09T03,NE,New England,DF,Day-ahead demand forecast,18410,megawatthours
2026-08-09T03,NE,New England,NG,Net generation,16690,megawatthours
2026-08-09T03,NE,New England,TI,Total interchange,-1140,megawatthours
2026-08-09T02,MIDA,Mid-Atlantic,D,Demand,122462,megawatthours
2026-08-09T02,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,114005,megawatthours
2026-08-09T02,MIDA,Mid-Atlantic,NG,Net generation,125811,megawatthours
2026-08-09T02,MIDA,Mid-Atlantic,TI,Total interchange,960,megawatthours
2026-08-09T02,NE,New England,D,Demand,19192,megawatthours
2026-08-09T02,NE,New England,DF,Day-ahead demand forecast,19540,megawatthours
2026-08-09T02,NE,New England,NG,Net generation,17518,megawatthours
2026-08-09T02,NE,New England,TI,Total interchange,-1674,megawatthours
2026-08-09T01,MIDA,Mid-Atlantic,D,Demand,127201,megawatthours
2026-08-09T01,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,119971,megawatthours
2026-08-09T01,MIDA,Mid-Atlantic,NG,Net generation,130956,megawatthours
2026-08-09T01,MIDA,Mid-Atlantic,TI,Total interchange,772,megawatthours
2026-08-09T01,NE,New England,D,Demand,20336,megawatthours
2026-08-09T01,NE,New England,DF,Day-ahead demand forecast,20580,megawatthours
2026-08-09T01,NE,New England,NG,Net generation,18339,megawatthours
2026-08-09T01,NE,New England,TI,Total interchange,-1997,megawatthours
2026-08-09T00,MIDA,Mid-Atlantic,D,Demand,131676,megawatthours
2026-08-09T00,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,124498,megawatthours
2026-08-09T00,MIDA,Mid-Atlantic,NG,Net generation,133746,megawatthours
2026-08-09T00,MIDA,Mid-Atlantic,TI,Total interchange,263,megawatthours
2026-08-09T00,NE,New England,D,Demand,20944,megawatthours
2026-08-09T00,NE,New England,DF,Day-ahead demand forecast,21080,megawatthours
2026-08-09T00,NE,New England,NG,Net generation,18474,megawatthours
2026-08-09T00,NE,New England,TI,Total interchange,-2470,megawatthours
2026-08-08T23,MIDA,Mid-Atlantic,D,Demand,135246,megawatthours
2026-08-08T23,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,129225,megawatthours
2026-08-08T23,MIDA,Mid-Atlantic,NG,Net generation,135504,megawatthours
2026-08-08T23,MIDA,Mid-Atlantic,TI,Total interchange,363,megawatthours
2026-08-08T23,NE,New England,D,Demand,21552,megawatthours
2026-08-08T23,NE,New England,DF,Day-ahead demand forecast,21320,megawatthours
2026-08-08T23,NE,New England,NG,Net generation,19156,megawatthours
2026-08-08T23,NE,New England,TI,Total interchange,-2396,megawatthours
2026-08-08T22,MIDA,Mid-Atlantic,D,Demand,135794,megawatthours
2026-08-08T22,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,133345,megawatthours
2026-08-08T22,MIDA,Mid-Atlantic,NG,Net generation,135848,megawatthours
2026-08-08T22,MIDA,Mid-Atlantic,TI,Total interchange,360,megawatthours
2026-08-08T22,NE,New England,D,Demand,21570,megawatthours
2026-08-08T22,NE,New England,DF,Day-ahead demand forecast,21050,megawatthours
2026-08-08T22,NE,New England,NG,Net generation,19372,megawatthours
2026-08-08T22,NE,New England,TI,Total interchange,-2198,megawatthours
2026-08-08T21,MIDA,Mid-Atlantic,D,Demand,134754,megawatthours
2026-08-08T21,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,135497,megawatthours
2026-08-08T21,MIDA,Mid-Atlantic,NG,Net generation,134585,megawatthours
2026-08-08T21,MIDA,Mid-Atlantic,TI,Total interchange,616,megawatthours
2026-08-08T21,NE,New England,D,Demand,20549,megawatthours
2026-08-08T21,NE,New England,DF,Day-ahead demand forecast,20010,megawatthours
2026-08-08T21,NE,New England,NG,Net generation,18559,megawatthours
2026-08-08T21,NE,New England,TI,Total interchange,-1990,megawatthours
2026-08-08T20,MIDA,Mid-Atlantic,D,Demand,133325,megawatthours
2026-08-08T20,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,135192,megawatthours
2026-08-08T20,MIDA,Mid-Atlantic,NG,Net generation,133808,megawatthours
2026-08-08T20,MIDA,Mid-Atlantic,TI,Total interchange,422,megawatthours
2026-08-08T20,NE,New England,D,Demand,19094,megawatthours
2026-08-08T20,NE,New England,DF,Day-ahead demand forecast,19220,megawatthours
2026-08-08T20,NE,New England,NG,Net generation,17450,megawatthours
2026-08-08T20,NE,New England,TI,Total interchange,-1644,megawatthours
2026-08-08T19,MIDA,Mid-Atlantic,D,Demand,131263,megawatthours
2026-08-08T19,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,133484,megawatthours
2026-08-08T19,MIDA,Mid-Atlantic,NG,Net generation,131365,megawatthours
2026-08-08T19,MIDA,Mid-Atlantic,TI,Total interchange,983,megawatthours
2026-08-08T19,NE,New England,D,Demand,18216,megawatthours
2026-08-08T19,NE,New England,DF,Day-ahead demand forecast,18430,megawatthours
2026-08-08T19,NE,New England,NG,Net generation,17203,megawatthours
2026-08-08T19,NE,New England,TI,Total interchange,-1013,megawatthours
2026-08-08T18,MIDA,Mid-Atlantic,D,Demand,127757,megawatthours
2026-08-08T18,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,130895,megawatthours
2026-08-08T18,MIDA,Mid-Atlantic,NG,Net generation,128698,megawatthours
2026-08-08T18,MIDA,Mid-Atlantic,TI,Total interchange,947,megawatthours
2026-08-08T18,NE,New England,D,Demand,17792,megawatthours
2026-08-08T18,NE,New England,DF,Day-ahead demand forecast,17590,megawatthours
2026-08-08T18,NE,New England,NG,Net generation,16911,megawatthours
2026-08-08T18,NE,New England,TI,Total interchange,-881,megawatthours
2026-08-08T17,MIDA,Mid-Atlantic,D,Demand,123691,megawatthours
2026-08-08T17,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,127282,megawatthours
2026-08-08T17,MIDA,Mid-Atlantic,NG,Net generation,125734,megawatthours
2026-08-08T17,MIDA,Mid-Atlantic,TI,Total interchange,815,megawatthours
2026-08-08T17,NE,New England,D,Demand,17004,megawatthours
2026-08-08T17,NE,New England,DF,Day-ahead demand forecast,16940,megawatthours
2026-08-08T17,NE,New England,NG,Net generation,16317,megawatthours
2026-08-08T17,NE,New England,TI,Total interchange,-687,megawatthours
2026-08-08T16,MIDA,Mid-Atlantic,D,Demand,117972,megawatthours
2026-08-08T16,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,122604,megawatthours
2026-08-08T16,MIDA,Mid-Atlantic,NG,Net generation,121230,megawatthours
2026-08-08T16,MIDA,Mid-Atlantic,TI,Total interchange,971,megawatthours
2026-08-08T16,NE,New England,D,Demand,16402,megawatthours
2026-08-08T16,NE,New England,DF,Day-ahead demand forecast,16390,megawatthours
2026-08-08T16,NE,New England,NG,Net generation,15907,megawatthours
2026-08-08T16,NE,New England,TI,Total interchange,-495,megawatthours
2026-08-08T15,MIDA,Mid-Atlantic,D,Demand,111613,megawatthours
2026-08-08T15,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,116585,megawatthours
2026-08-08T15,MIDA,Mid-Atlantic,NG,Net generation,114825,megawatthours
2026-08-08T15,MIDA,Mid-Atlantic,TI,Total interchange,979,megawatthours
2026-08-08T15,NE,New England,D,Demand,16120,megawatthours
2026-08-08T15,NE,New England,DF,Day-ahead demand forecast,15820,megawatthours
2026-08-08T15,NE,New England,NG,Net generation,15713,megawatthours
2026-08-08T15,NE,New England,TI,Total interchange,-407,megawatthours
2026-08-08T14,MIDA,Mid-Atlantic,D,Demand,105969,megawatthours
2026-08-08T14,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,110469,megawatthours
2026-08-08T14,MIDA,Mid-Atlantic,NG,Net generation,109640,megawatthours
2026-08-08T14,MIDA,Mid-Atlantic,TI,Total interchange,1187,megawatthours
2026-08-08T14,NE,New England,D,Demand,16310,megawatthours
2026-08-08T14,NE,New England,DF,Day-ahead demand forecast,15420,megawatthours
2026-08-08T14,NE,New England,NG,Net generation,15508,megawatthours
2026-08-08T14,NE,New England,TI,Total interchange,-802,megawatthours
2026-08-08T13,MIDA,Mid-Atlantic,D,Demand,101921,megawatthours
2026-08-08T13,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,103742,megawatthours
2026-08-08T13,MIDA,Mid-Atlantic,NG,Net generation,105940,megawatthours
2026-08-08T13,MIDA,Mid-Atlantic,TI,Total interchange,1239,megawatthours
2026-08-08T13,NE,New England,D,Demand,16267,megawatthours
2026-08-08T13,NE,New England,DF,Day-ahead demand forecast,15010,megawatthours
2026-08-08T13,NE,New England,NG,Net generation,15208,megawatthours
2026-08-08T13,NE,New England,TI,Total interchange,-1059,megawatthours
2026-08-08T12,MIDA,Mid-Atlantic,D,Demand,96988,megawatthours
2026-08-08T12,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,97385,megawatthours
2026-08-08T12,MIDA,Mid-Atlantic,NG,Net generation,101443,megawatthours
2026-08-08T12,MIDA,Mid-Atlantic,TI,Total interchange,1280,megawatthours
2026-08-08T12,NE,New England,D,Demand,15916,megawatthours
2026-08-08T12,NE,New England,DF,Day-ahead demand forecast,15160,megawatthours
2026-08-08T12,NE,New England,NG,Net generation,14520,megawatthours
2026-08-08T12,NE,New England,TI,Total interchange,-1396,megawatthours
2026-08-08T11,MIDA,Mid-Atlantic,D,Demand,94672,megawatthours
2026-08-08T11,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,91953,megawatthours
2026-08-08T11,MIDA,Mid-Atlantic,NG,Net generation,99925,megawatthours
2026-08-08T11,MIDA,Mid-Atlantic,TI,Total interchange,1253,megawatthours
2026-08-08T11,NE,New England,D,Demand,15569,megawatthours
2026-08-08T11,NE,New England,DF,Day-ahead demand forecast,14740,megawatthours
2026-08-08T11,NE,New England,NG,Net generation,13816,megawatthours
2026-08-08T11,NE,New England,TI,Total interchange,-1753,megawatthours
2026-08-08T10,MIDA,Mid-Atlantic,D,Demand,94082,megawatthours
2026-08-08T10,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,89545,megawatthours
2026-08-08T10,MIDA,Mid-Atlantic,NG,Net generation,99595,megawatthours
2026-08-08T10,MIDA,Mid-Atlantic,TI,Total interchange,1308,megawatthours
2026-08-08T10,NE,New England,D,Demand,15504,megawatthours
2026-08-08T10,NE,New England,DF,Day-ahead demand forecast,14490,megawatthours
2026-08-08T10,NE,New England,NG,Net generation,14191,megawatthours
2026-08-08T10,NE,New England,TI,Total interchange,-1313,megawatthours
2026-08-08T09,MIDA,Mid-Atlantic,D,Demand,94501,megawatthours
2026-08-08T09,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,89333,megawatthours
2026-08-08T09,MIDA,Mid-Atlantic,NG,Net generation,99954,megawatthours
2026-08-08T09,MIDA,Mid-Atlantic,TI,Total interchange,1142,megawatthours
2026-08-08T09,NE,New England,D,Demand,15552,megawatthours
2026-08-08T09,NE,New England,DF,Day-ahead demand forecast,14450,megawatthours
2026-08-08T09,NE,New England,NG,Net generation,14255,megawatthours
2026-08-08T09,NE,New England,TI,Total interchange,-1297,megawatthours
2026-08-08T08,MIDA,Mid-Atlantic,D,Demand,96143,megawatthours
2026-08-08T08,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,89563,megawatthours
2026-08-08T08,MIDA,Mid-Atlantic,NG,Net generation,101665,megawatthours
2026-08-08T08,MIDA,Mid-Atlantic,TI,Total interchange,678,megawatthours
2026-08-08T08,NE,New England,D,Demand,15796,megawatthours
2026-08-08T08,NE,New England,DF,Day-ahead demand forecast,14750,megawatthours
2026-08-08T08,NE,New England,NG,Net generation,14415,megawatthours
2026-08-08T08,NE,New England,TI,Total interchange,-1381,megawatthours
2026-08-08T07,MIDA,Mid-Atlantic,D,Demand,98912,megawatthours
2026-08-08T07,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,91362,megawatthours
2026-08-08T07,MIDA,Mid-Atlantic,NG,Net generation,104764,megawatthours
2026-08-08T07,MIDA,Mid-Atlantic,TI,Total interchange,-1321,megawatthours
2026-08-08T07,NE,New England,D,Demand,15879,megawatthours
2026-08-08T07,NE,New England,DF,Day-ahead demand forecast,15130,megawatthours
2026-08-08T07,NE,New England,NG,Net generation,14370,megawatthours
2026-08-08T07,NE,New England,TI,Total interchange,-1509,megawatthours
2026-08-08T06,MIDA,Mid-Atlantic,D,Demand,102339,megawatthours
2026-08-08T06,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,94203,megawatthours
2026-08-08T06,MIDA,Mid-Atlantic,NG,Net generation,108017,megawatthours
2026-08-08T06,MIDA,Mid-Atlantic,TI,Total interchange,-1022,megawatthours
2026-08-08T06,NE,New England,D,Demand,16427,megawatthours
2026-08-08T06,NE,New England,DF,Day-ahead demand forecast,15660,megawatthours
2026-08-08T06,NE,New England,NG,Net generation,14353,megawatthours
2026-08-08T06,NE,New England,TI,Total interchange,-2074,megawatthours
2026-08-08T05,MIDA,Mid-Atlantic,D,Demand,106054,megawatthours
2026-08-08T05,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,98287,megawatthours
2026-08-08T05,MIDA,Mid-Atlantic,NG,Net generation,109710,megawatthours
2026-08-08T05,MIDA,Mid-Atlantic,TI,Total interchange,-842,megawatthours
2026-08-08T05,NE,New England,D,Demand,17101,megawatthours
2026-08-08T05,NE,New England,DF,Day-ahead demand forecast,16710,megawatthours
2026-08-08T05,NE,New England,NG,Net generation,15643,megawatthours
2026-08-08T05,NE,New England,TI,Total interchange,-1458,megawatthours
2026-08-08T04,MIDA,Mid-Atlantic,D,Demand,111622,megawatthours
2026-08-08T04,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,103552,megawatthours
2026-08-08T04,MIDA,Mid-Atlantic,NG,Net generation,115237,megawatthours
2026-08-08T04,MIDA,Mid-Atlantic,TI,Total interchange,755,megawatthours
2026-08-08T04,NE,New England,D,Demand,18278,megawatthours
2026-08-08T04,NE,New England,DF,Day-ahead demand forecast,18100,megawatthours
2026-08-08T04,NE,New England,NG,Net generation,16637,megawatthours
2026-08-08T04,NE,New England,TI,Total interchange,-1641,megawatthours
2026-08-08T03,MIDA,Mid-Atlantic,D,Demand,116769,megawatthours
2026-08-08T03,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,109486,megawatthours
2026-08-08T03,MIDA,Mid-Atlantic,NG,Net generation,120426,megawatthours
2026-08-08T03,MIDA,Mid-Atlantic,TI,Total interchange,886,megawatthours
2026-08-08T03,NE,New England,D,Demand,19562,megawatthours
2026-08-08T03,NE,New England,DF,Day-ahead demand forecast,19530,megawatthours
2026-08-08T03,NE,New England,NG,Net generation,17330,megawatthours
2026-08-08T03,NE,New England,TI,Total interchange,-2232,megawatthours
2026-08-08T02,MIDA,Mid-Atlantic,D,Demand,122844,megawatthours
2026-08-08T02,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,116988,megawatthours
2026-08-08T02,MIDA,Mid-Atlantic,NG,Net generation,127290,megawatthours
2026-08-08T02,MIDA,Mid-Atlantic,TI,Total interchange,692,megawatthours
2026-08-08T02,NE,New England,D,Demand,21058,megawatthours
2026-08-08T02,NE,New England,DF,Day-ahead demand forecast,20940,megawatthours
2026-08-08T02,NE,New England,NG,Net generation,18789,megawatthours
2026-08-08T02,NE,New England,TI,Total interchange,-2269,megawatthours
2026-08-08T01,MIDA,Mid-Atlantic,D,Demand,127420,megawatthours
2026-08-08T01,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,123696,megawatthours
2026-08-08T01,MIDA,Mid-Atlantic,NG,Net generation,131710,megawatthours
2026-08-08T01,MIDA,Mid-Atlantic,TI,Total interchange,821,megawatthours
2026-08-08T01,NE,New England,D,Demand,22392,megawatthours
2026-08-08T01,NE,New England,DF,Day-ahead demand forecast,21990,megawatthours
2026-08-08T01,NE,New England,NG,Net generation,20610,megawatthours
2026-08-08T01,NE,New England,TI,Total interchange,-1782,megawatthours
2026-08-08T00,MIDA,Mid-Atlantic,D,Demand,131785,megawatthours
2026-08-08T00,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,128487,megawatthours
2026-08-08T00,MIDA,Mid-Atlantic,NG,Net generation,134257,megawatthours
2026-08-08T00,MIDA,Mid-Atlantic,TI,Total interchange,643,megawatthours
2026-08-08T00,NE,New England,D,Demand,23186,megawatthours
2026-08-08T00,NE,New England,DF,Day-ahead demand forecast,22880,megawatthours
2026-08-08T00,NE,New England,NG,Net generation,21620,megawatthours
2026-08-08T00,NE,New England,TI,Total interchange,-1566,megawatthours
2026-08-07T23,MIDA,Mid-Atlantic,D,Demand,136633,megawatthours
2026-08-07T23,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,133082,megawatthours
2026-08-07T23,MIDA,Mid-Atlantic,NG,Net generation,137618,megawatthours
2026-08-07T23,MIDA,Mid-Atlantic,TI,Total interchange,924,megawatthours
2026-08-07T23,NE,New England,D,Demand,23677,megawatthours
2026-08-07T23,NE,New England,DF,Day-ahead demand forecast,23200,megawatthours
2026-08-07T23,NE,New England,NG,Net generation,22055,megawatthours
2026-08-07T23,NE,New England,TI,Total interchange,-1622,megawatthours
2026-08-07T22,MIDA,Mid-Atlantic,D,Demand,141280,megawatthours
2026-08-07T22,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,137348,megawatthours
2026-08-07T22,MIDA,Mid-Atlantic,NG,Net generation,142113,megawatthours
2026-08-07T22,MIDA,Mid-Atlantic,TI,Total interchange,1062,megawatthours
2026-08-07T22,NE,New England,D,Demand,23358,megawatthours
2026-08-07T22,NE,New England,DF,Day-ahead demand forecast,23040,megawatthours
2026-08-07T22,NE,New England,NG,Net generation,21710,megawatthours
2026-08-07T22,NE,New England,TI,Total interchange,-1648,megawatthours
2026-08-07T21,MIDA,Mid-Atlantic,D,Demand,143332,megawatthours
2026-08-07T21,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,139933,megawatthours
2026-08-07T21,MIDA,Mid-Atlantic,NG,Net generation,142728,megawatthours
