week_ending,commodity,imports_total_kbd,imports_canada_kbd,imports_latin_america_kbd,imports_europe_kbd,imports_asia_kbd,imports_middle_east_kbd,imports_africa_kbd,imports_other_kbd,exports_total_kbd,exports_canada_kbd,exports_latin_america_kbd,exports_europe_kbd,exports_asia_kbd,exports_middle_east_kbd,exports_africa_kbd,exports_other_kbd,net_imports_kbd,net_exports_kbd
2022-12-02,jet,52.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,174.56457142857144,0.0,0.0,0.0,0.0,0.0,0.0,174.56457142857144,-122.56457142857144,122.56457142857144
2022-12-09,jet,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,179.22599999999997,0.0,0.0,0.0,0.0,0.0,0.0,179.22599999999997,-102.226,102.226
2022-12-16,jet,188.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,179.22599999999997,0.0,0.0,0.0,0.0,0.0,0.0,179.22599999999997,8.774000000000001,-8.774000000000001
2022-12-23,jet,139.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,179.22599999999997,0.0,0.0,0.0,0.0,0.0,0.0,179.22599999999997,-40.226,40.226
2022-12-30,jet,48.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,179.22599999999997,0.0,0.0,0.0,0.0,0.0,0.0,179.22599999999997,-131.226,131.226
2023-01-06,jet,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,190.75542857142858,0.0,0.0,0.0,0.0,0.0,0.0,190.75542857142858,-164.75542857142858,164.75542857142858
2023-01-13,jet,199.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,192.677,0.0,0.0,0.0,0.0,0.0,0.0,192.677,6.322999999999979,-6.322999999999979
2023-01-20,jet,89.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,192.677,0.0,0.0,0.0,0.0,0.0,0.0,192.677,-103.67700000000002,103.67700000000002
2023-01-27,jet,110.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,192.677,0.0,0.0,0.0,0.0,0.0,0.0,192.677,-82.67700000000002,82.67700000000002
2023-02-03,jet,103.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,185.95828571428572,0.0,0.0,0.0,0.0,0.0,0.0,185.95828571428572,-82.95828571428572,82.95828571428572
2023-02-10,jet,231.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,54.0,-54.0
2023-02-17,jet,135.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,-42.0,42.0
2023-02-24,jet,126.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,-51.0,51.0
2023-03-03,jet,293.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,184.1057142857143,0.0,0.0,0.0,0.0,0.0,0.0,184.1057142857143,108.89428571428572,-108.89428571428572
2023-03-10,jet,158.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,193.57999999999998,0.0,0.0,0.0,0.0,0.0,0.0,193.57999999999998,-35.579999999999984,35.579999999999984
2023-03-17,jet,157.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,193.57999999999998,0.0,0.0,0.0,0.0,0.0,0.0,193.57999999999998,-36.579999999999984,36.579999999999984
2023-03-24,jet,125.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,193.57999999999998,0.0,0.0,0.0,0.0,0.0,0.0,193.57999999999998,-68.57999999999998,68.57999999999998
2023-03-31,jet,134.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,193.57999999999998,0.0,0.0,0.0,0.0,0.0,0.0,193.57999999999998,-59.579999999999984,59.579999999999984
2023-04-07,jet,137.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,126.833,0.0,0.0,0.0,0.0,0.0,0.0,126.833,10.167000000000002,-10.167000000000002
2023-04-14,jet,260.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,126.833,0.0,0.0,0.0,0.0,0.0,0.0,126.833,133.167,-133.167
2023-04-21,jet,89.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,126.833,0.0,0.0,0.0,0.0,0.0,0.0,126.833,-37.833000000000006,37.833000000000006
2023-04-28,jet,125.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,126.833,0.0,0.0,0.0,0.0,0.0,0.0,126.833,-1.8329999999999984,1.8329999999999984
2023-05-05,jet,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,127.73514285714285,0.0,0.0,0.0,0.0,0.0,0.0,127.73514285714285,-39.73514285714286,39.73514285714286
2023-05-12,jet,146.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,128.096,0.0,0.0,0.0,0.0,0.0,0.0,128.096,17.903999999999996,-17.903999999999996
2023-05-19,jet,132.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,128.096,0.0,0.0,0.0,0.0,0.0,0.0,128.096,3.9039999999999964,-3.9039999999999964
2023-05-26,jet,159.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,128.096,0.0,0.0,0.0,0.0,0.0,0.0,128.096,30.903999999999996,-30.903999999999996
2023-06-02,jet,48.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,137.53542857142858,0.0,0.0,0.0,0.0,0.0,0.0,137.53542857142858,-89.53542857142858,89.53542857142858
2023-06-09,jet,51.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,161.134,0.0,0.0,0.0,0.0,0.0,0.0,161.134,-110.13399999999999,110.13399999999999
2023-06-16,jet,84.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,161.134,0.0,0.0,0.0,0.0,0.0,0.0,161.134,-77.13399999999999,77.13399999999999
2023-06-23,jet,234.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,161.134,0.0,0.0,0.0,0.0,0.0,0.0,161.134,72.86600000000001,-72.86600000000001
