month,commodity,imports_total_kbd,imports_canada_kbd,imports_latin_america_kbd,imports_europe_kbd,imports_asia_kbd,imports_middle_east_kbd,imports_africa_kbd,imports_other_kbd,exports_total_kbd,exports_canada_kbd,exports_latin_america_kbd,exports_europe_kbd,exports_asia_kbd,exports_middle_east_kbd,exports_africa_kbd,exports_other_kbd,net_imports_kbd,net_exports_kbd
2025-06-01,diesel,105.26666666666667,0.0,0.0,0.0,0.0,0.0,0.0,105.26666666666667,1453.5666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1453.5666666666666,-1348.3,1348.3
2025-07-01,diesel,131.3548387096774,0.0,0.0,0.0,0.0,0.0,0.0,131.3548387096774,1374.258064516129,0.0,0.0,0.0,0.0,0.0,0.0,1374.258064516129,-1242.9032258064517,1242.9032258064517
2025-08-01,diesel,122.2258064516129,0.0,0.0,0.0,0.0,0.0,0.0,122.2258064516129,1360.7096774193549,0.0,0.0,0.0,0.0,0.0,0.0,1360.7096774193549,-1238.483870967742,1238.483870967742
2025-09-01,diesel,119.56666666666666,0.0,0.0,0.0,0.0,0.0,0.0,119.56666666666666,1281.3666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1281.3666666666666,-1161.8,1161.8
2025-10-01,diesel,114.16129032258064,0.0,0.0,0.0,0.0,0.0,0.0,114.16129032258064,1235.8709677419354,0.0,0.0,0.0,0.0,0.0,0.0,1235.8709677419354,-1121.7096774193549,1121.7096774193549
2025-11-01,diesel,162.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,162.33333333333334,1367.9,0.0,0.0,0.0,0.0,0.0,0.0,1367.9,-1205.5666666666666,1205.5666666666666
2025-12-01,diesel,227.8709677419355,0.0,0.0,0.0,0.0,0.0,0.0,227.8709677419355,1365.741935483871,0.0,0.0,0.0,0.0,0.0,0.0,1365.741935483871,-1137.8709677419354,1137.8709677419354
2026-01-01,diesel,218.06451612903226,0.0,0.0,0.0,0.0,0.0,0.0,218.06451612903226,1297.4193548387098,0.0,0.0,0.0,0.0,0.0,0.0,1297.4193548387098,-1079.3548387096773,1079.3548387096773
2026-02-01,diesel,234.75,0.0,0.0,0.0,0.0,0.0,0.0,234.75,1108.8214285714287,0.0,0.0,0.0,0.0,0.0,0.0,1108.8214285714287,-874.0714285714286,874.0714285714286
2026-03-01,diesel,165.58064516129033,0.0,0.0,0.0,0.0,0.0,0.0,165.58064516129033,1266.967741935484,0.0,0.0,0.0,0.0,0.0,0.0,1266.967741935484,-1101.3870967741937,1101.3870967741937
2026-04-01,diesel,141.06666666666666,0.0,0.0,0.0,0.0,0.0,0.0,141.06666666666666,1646.5333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1646.5333333333333,-1505.4666666666667,1505.4666666666667
2026-05-01,diesel,120.03225806451613,0.0,0.0,0.0,0.0,0.0,0.0,120.03225806451613,1117.9354838709678,0.0,0.0,0.0,0.0,0.0,0.0,1117.9354838709678,-997.9032258064516,997.9032258064516
2026-06-01,diesel,56.7,0.0,0.0,0.0,0.0,0.0,0.0,56.7,634.9,0.0,0.0,0.0,0.0,0.0,0.0,634.9,-578.2,578.2
2026-07-01,diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
